,멀티 비타민_0,멀티 비타민_1,멀티 비타민_2,뷰티업 필_0,뷰티업 필_1,뷰티업 필_2,홍삼정 에브리타임_0,홍삼정 에브리타임_1,홍삼정 에브리타임_2,얼라이브  우먼 구미 비타민_0,얼라이브  우먼 구미 비타민_1,얼라이브  우먼 구미 비타민_2,엽산    _0,엽산    _1,엽산    _2,프로바이오_0,프로바이오_1,프로바이오_2,자로우 도피러스 이피에스_0,자로우 도피러스 이피에스_1,자로우 도피러스 이피에스_2,엘 시스테인_0,엘 시스테인_1,엘 시스테인_2,비오틴 맥시멈 스트렝스      mcg_0,비오틴 맥시멈 스트렝스      mcg_1,비오틴 맥시멈 스트렝스      mcg_2,실리마린_0,실리마린_1,실리마린_2,베이비 수딩 오인트먼트_0,베이비 수딩 오인트먼트_1,베이비 수딩 오인트먼트_2,수딩젤 로션_0,수딩젤 로션_1,수딩젤 로션_2,마이키즈 얼굴로션_0,마이키즈 얼굴로션_1,마이키즈 얼굴로션_2,MLE 로션_0,MLE 로션_1,MLE 로션_2,데일리 모이스춰 로션_0,데일리 모이스춰 로션_1,데일리 모이스춰 로션_2,NEW 판테놀 크림_0,NEW 판테놀 크림_1,NEW 판테놀 크림_2,페이스 크림_0,페이스 크림_1,페이스 크림_2,뽀로로 베이비 립크린_0,뽀로로 베이비 립크린_1,뽀로로 베이비 립크린_2,판테놀 로션_0,판테놀 로션_1,판테놀 로션_2,마이키즈 로션_0,마이키즈 로션_1,마이키즈 로션_2,엑제마 테라피 모이스처라이징 크림_0,엑제마 테라피 모이스처라이징 크림_1,엑제마 테라피 모이스처라이징 크림_2,베이비 아토트리트 크림_0,베이비 아토트리트 크림_1,베이비 아토트리트 크림_2,   플러스 크림_0,   플러스 크림_1,   플러스 크림_2,페이스 수딩 로션_0,페이스 수딩 로션_1,페이스 수딩 로션_2,베이비 집중케어 크림_0,베이비 집중케어 크림_1,베이비 집중케어 크림_2,베이비 비 스킨 크림_0,베이비 비 스킨 크림_1,베이비 비 스킨 크림_2,자연담은 베이비 로션_0,자연담은 베이비 로션_1,자연담은 베이비 로션_2,옥시젠 베이비 수딩젤_0,옥시젠 베이비 수딩젤_1,옥시젠 베이비 수딩젤_2,스위트 스마일 수딩 모이스처라이징 크림_0,스위트 스마일 수딩 모이스처라이징 크림_1,스위트 스마일 수딩 모이스처라이징 크림_2,베이비 페이스크림_0,베이비 페이스크림_1,베이비 페이스크림_2,촉촉 선 팩트  SPF    PA    _0,촉촉 선 팩트  SPF    PA    _1,촉촉 선 팩트  SPF    PA    _2,수분 촉촉 데일리 선 로션  SPF   PA   _0,수분 촉촉 데일리 선 로션  SPF   PA   _1,수분 촉촉 데일리 선 로션  SPF   PA   _2,야외놀이 선크림  SPF   PA    _0,야외놀이 선크림  SPF   PA    _1,야외놀이 선크림  SPF   PA    _2,톡톡 페이셜 선팩트  SPF   PA    _0,톡톡 페이셜 선팩트  SPF   PA    _1,톡톡 페이셜 선팩트  SPF   PA    _2,해피 보 마일드 선 스크린_0,해피 보 마일드 선 스크린_1,해피 보 마일드 선 스크린_2,아임세이프 포 베이비 앤 실버  SPF   PA    _0,아임세이프 포 베이비 앤 실버  SPF   PA    _1,아임세이프 포 베이비 앤 실버  SPF   PA    _2,워셔블 선 크림  SPF    PA    _0,워셔블 선 크림  SPF    PA    _1,워셔블 선 크림  SPF    PA    _2,해피 보 선 메탈 쿠션  SPF   PA    _0,해피 보 선 메탈 쿠션  SPF   PA    _1,해피 보 선 메탈 쿠션  SPF   PA    _2,안뗄리오스 더모 키즈 로션  SPF    PA    _0,안뗄리오스 더모 키즈 로션  SPF    PA    _1,안뗄리오스 더모 키즈 로션  SPF    PA    _2,워터풀 선로션  SPF    PA     _0,워터풀 선로션  SPF    PA     _1,워터풀 선로션  SPF    PA     _2
10,100.0,64.71774,66.79764,73.72881,10.46931,47.05882,66.93154,37.20487,36.99074,0.0,0.0,0.0,94.206,75.42717,56.25,23.75979,51.25,78.40909,0.0,0.0,0.0,69.28104,18.5819,25.79787,0.0,0.0,0.0,73.08333,68.77637,62.6506,0.0,0.0,0.0,34.7826,33.33333,63.63636,0.0,0.0,0.0,0.0,34.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,56.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,86.39744,63.81048,58.15324,57.62711,8.66425,51.47058,67.48166,45.62071,36.85185,0.0,0.0,0.0,87.12446,73.51505,57.37847,15.92689,61.25,62.5,0.0,0.0,0.0,34.96732,22.49388,24.20212,0.0,0.0,0.0,60.5,57.38396,81.6265,0.0,0.0,0.0,39.13043,23.80952,0.0,88.88888,0.0,0.0,0.0,69.56521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.07407,28.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,46.15384,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,78.32093,57.56048,68.69679,62.71186,8.30324,42.64705,76.46699,35.98629,33.51851,0.0,0.0,0.0,82.78969,71.88771,82.55208,19.84334,46.25,85.22727,0.0,0.0,0.0,74.8366,100.0,23.67021,0.0,0.0,0.0,56.25,71.30801,55.32128,0.0,0.0,0.0,43.47826,0.0,45.45454,0.0,0.0,0.0,0.0,56.52173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25925,20.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,72.21041,47.17741,58.15324,86.44067,24.54873,42.64705,86.67481,28.86519,32.4074,0.0,0.0,0.0,80.4721,56.91619,69.35763,18.79895,51.875,69.31818,0.0,0.0,0.0,44.44444,22.49388,30.05319,0.0,0.0,0.0,78.16666,77.21518,38.35341,0.0,0.0,0.0,65.21739,76.19047,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.37037,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,53.77258,37.5,52.3903,83.8983,25.63176,45.58823,85.39119,29.51256,46.89814,0.0,0.0,0.0,72.87553,51.7087,71.875,12.79373,41.875,59.0909,0.0,0.0,0.0,38.23529,27.38386,36.43617,0.0,0.0,0.0,81.08333,61.60337,39.05622,0.0,0.0,0.0,34.7826,38.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.48148,40.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,68.91604,41.22983,65.74983,74.57627,16.60649,26.47058,84.47432,29.20792,44.25925,0.0,0.0,0.0,64.80686,52.92921,64.01909,14.6214,32.5,77.27272,0.0,0.0,0.0,33.66013,25.91687,31.64893,0.0,0.0,0.0,76.0,67.25738,55.02008,0.0,0.0,0.0,26.08695,0.0,0.0,0.0,0.0,66.66666,0.0,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.96296,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,75.2391,53.02419,81.99083,88.98305,100.0,33.82352,71.45476,37.9284,49.25925,0.0,0.0,0.0,71.11587,72.62001,64.1927,18.27676,53.125,61.36363,0.0,0.0,0.0,39.54248,22.98288,28.19148,0.0,0.0,0.0,68.5,72.99578,63.15261,0.0,0.0,0.0,34.7826,0.0,54.54545,55.55555,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.14814,24.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,74.017,50.0,82.05631,60.16949,65.70397,52.94117,81.72371,34.53922,48.6574,0.0,0.0,0.0,92.74678,54.9227,51.90972,16.71018,63.125,81.81818,0.0,0.0,0.0,37.2549,23.47188,19.68085,0.0,0.0,0.0,81.75,63.03797,58.33333,0.0,0.0,0.0,21.73913,52.38095,0.0,0.0,0.0,66.66666,0.0,43.47826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222,44.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,75.18597,53.62903,75.70399,49.15254,24.90974,26.47058,100.0,34.46306,48.75,0.0,0.0,0.0,78.24034,48.77949,57.8993,19.06005,48.125,47.72727,0.0,0.0,0.0,40.19607,21.76039,30.05319,0.0,0.0,0.0,72.08333,64.2194,59.13654,0.0,0.0,0.0,43.47826,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03703,32.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,76.51434,50.80645,92.20694,44.06779,46.20938,55.88235,74.022,28.14166,40.46296,0.0,0.0,0.0,67.93991,70.62652,73.61111,10.70496,48.125,68.18181,0.0,0.0,0.0,44.44444,25.18337,29.52127,0.0,0.0,0.0,74.83333,86.66666,51.40562,0.0,0.0,0.0,0.0,23.80952,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.74074,36.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,50.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
