,굳세라 수퍼 세라마이드 미스트_0,굳세라 수퍼 세라마이드 미스트_1,굳세라 수퍼 세라마이드 미스트_2,크림 스킨 미스트_0,크림 스킨 미스트_1,크림 스킨 미스트_2,더마 인텐시브 판테놀 크림 미스트_0,더마 인텐시브 판테놀 크림 미스트_1,더마 인텐시브 판테놀 크림 미스트_2,프로폴리스 앰플 미스트_0,프로폴리스 앰플 미스트_1,프로폴리스 앰플 미스트_2,티트리 카밍 미스트_0,티트리 카밍 미스트_1,티트리 카밍 미스트_2,워터-풀 타임리스 워터 젤 미스트_0,워터-풀 타임리스 워터 젤 미스트_1,워터-풀 타임리스 워터 젤 미스트_2,펀더멘탈 앰플 미스트_0,펀더멘탈 앰플 미스트_1,펀더멘탈 앰플 미스트_2,보떼 이니샬 에너자이징 멀티 프로텍션 컨센트레이트 스프레이 쎄럼_0,보떼 이니샬 에너자이징 멀티 프로텍션 컨센트레이트 스프레이 쎄럼_1,보떼 이니샬 에너자이징 멀티 프로텍션 컨센트레이트 스프레이 쎄럼_2,오우썸 하이드레이팅 오가닉 더블미스트_0,오우썸 하이드레이팅 오가닉 더블미스트_1,오우썸 하이드레이팅 오가닉 더블미스트_2,뮤제너 앰플 미스트_0,뮤제너 앰플 미스트_1,뮤제너 앰플 미스트_2,아쿠아포린 액티브 미스트 스프레이_0,아쿠아포린 액티브 미스트 스프레이_1,아쿠아포린 액티브 미스트 스프레이_2,히아루론산 워터 미스트_0,히아루론산 워터 미스트_1,히아루론산 워터 미스트_2,모이스춰 바운드 스킨 에너지 미스트_0,모이스춰 바운드 스킨 에너지 미스트_1,모이스춰 바운드 스킨 에너지 미스트_2,안티더스트 배리어 미스트_0,안티더스트 배리어 미스트_1,안티더스트 배리어 미스트_2,허니풀 오일 미스트_0,허니풀 오일 미스트_1,허니풀 오일 미스트_2,닥터솔루션 노르데나우 워터 미스트_0,닥터솔루션 노르데나우 워터 미스트_1,닥터솔루션 노르데나우 워터 미스트_2,씨워터 알게 미스트_0,씨워터 알게 미스트_1,씨워터 알게 미스트_2,퓨어 워터 미스트_0,퓨어 워터 미스트_1,퓨어 워터 미스트_2,프로폴리스 50볼륨 미스트_0,프로폴리스 50볼륨 미스트_1,프로폴리스 50볼륨 미스트_2,아토베리어 365 크림 미스트_0,아토베리어 365 크림 미스트_1,아토베리어 365 크림 미스트_2,호호바 오일_0,호호바 오일_1,호호바 오일_2,100% 퓨어 유기농 호호바 오일_0,100% 퓨어 유기농 호호바 오일_1,100% 퓨어 유기농 호호바 오일_2,오가닉 호호바 오일_0,오가닉 호호바 오일_1,오가닉 호호바 오일_2,자연산 냉압착 호호바 오일_0,자연산 냉압착 호호바 오일_1,자연산 냉압착 호호바 오일_2,굳세라 수퍼 세라마이드 에센셜 오일_0,굳세라 수퍼 세라마이드 에센셜 오일_1,굳세라 수퍼 세라마이드 에센셜 오일_2,골든 글로우 페이스 오일_0,골든 글로우 페이스 오일_1,골든 글로우 페이스 오일_2,프리미엄 호호바 오일_0,프리미엄 호호바 오일_1,프리미엄 호호바 오일_2,화이트 트러플 세럼 인 오일 드롭_0,화이트 트러플 세럼 인 오일 드롭_1,화이트 트러플 세럼 인 오일 드롭_2,슈퍼 12 바운스 씬 오일_0,슈퍼 12 바운스 씬 오일_1,슈퍼 12 바운스 씬 오일_2,냉압착 호호바 오일_0,냉압착 호호바 오일_1,냉압착 호호바 오일_2,스킨 이센셜즈 배리어 리페어 페이스 오일_0,스킨 이센셜즈 배리어 리페어 페이스 오일_1,스킨 이센셜즈 배리어 리페어 페이스 오일_2,액티브-브이 퍼스트 오일_0,액티브-브이 퍼스트 오일_1,액티브-브이 퍼스트 오일_2,아베이 로얄 유쓰 워터리 오일_0,아베이 로얄 유쓰 워터리 오일_1,아베이 로얄 유쓰 워터리 오일_2,아쿠아수르스 매직 젤 오일_0,아쿠아수르스 매직 젤 오일_1,아쿠아수르스 매직 젤 오일_2,스킨소스 타마누 오일_0,스킨소스 타마누 오일_1,스킨소스 타마누 오일_2,윌 프로디쥬스 멀티 리치 오일_0,윌 프로디쥬스 멀티 리치 오일_1,윌 프로디쥬스 멀티 리치 오일_2,프로폴리스 페이스오일_0,프로폴리스 페이스오일_1,프로폴리스 페이스오일_2,굳세라 수퍼 세라마이드 모이스춰 밤_0,굳세라 수퍼 세라마이드 모이스춰 밤_1,굳세라 수퍼 세라마이드 모이스춰 밤_2,페이스 트리트먼트 플랜트 오일 블루 오키드_0,페이스 트리트먼트 플랜트 오일 블루 오키드_1,페이스 트리트먼트 플랜트 오일 블루 오키드_2
10,0.0,0.0,0.0,6.28272,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27586,0.0,7.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.37593,68.32386,74.09621,0.0,0.0,0.0,57.89473,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,46.15384,0.0,0.0,2.6178,0.0,45.83333,0.0,0.0,0.0,0.0,30.0,1.56657,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.76923,0.0,0.0,0.0,0.0,7.5862,0.0,7.5862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75187,55.25568,76.17421,0.0,0.0,0.0,73.68421,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89473,0.0,45.61403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0
12,69.23076,0.0,0.0,14.13612,28.0,45.83333,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,0.0,0.0,0.0,7.5862,0.0,5.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.18796,53.23153,67.71989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.70175,0.0,65.78947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,54.45026,56.0,70.83333,0.0,0.0,0.0,42.85714,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,5.51724,0.0,9.65517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.43609,57.91903,70.70879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15789,0.0,72.80701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,86.66666,0.0,30.89005,56.0,33.33333,0.0,0.0,0.0,42.85714,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,0.0,0.0,0.0,9.65517,0.0,9.65517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.39097,67.96875,65.69883,0.0,0.0,0.0,31.57894,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.07017,0.0,60.52631,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,33.33333,0.0,50.78534,24.0,20.83333,0.0,0.0,0.0,35.71428,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65517,0.0,21.37931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.7218,77.45028,60.97352,0.0,0.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.19298,0.0,52.63157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,100.0,68.0,25.0,0.0,0.0,0.0,0.0,0.0,3.39425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,0.0,0.0,0.0,21.37931,0.0,14.48275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.13533,83.34517,62.39681,0.0,0.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.17543,0.0,53.50877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
17,0.0,53.33333,0.0,79.58115,0.0,20.83333,0.0,0.0,0.0,0.0,50.0,1.30548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.48275,0.0,4.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.98496,86.2571,59.03785,0.0,0.0,0.0,57.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78947,0.0,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,57.59162,48.0,20.83333,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,4.82758,0.0,3.44827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.46616,83.91335,60.29035,0.0,0.0,0.0,47.36842,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05263,0.0,46.49122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,53.84615,40.0,0.0,43.45549,0.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,0.0,0.0,3.44827,0.0,8.96551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.95488,73.33096,54.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.31578,0.0,48.24561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,60.0,0.0,38.74345,36.0,0.0,0.0,0.0,0.0,0.0,35.0,2.87206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96551,0.0,5.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.29323,71.02272,44.29262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.61403,7.89473,40.35087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,33.33333,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,6.28272,32.0,37.5,0.0,0.0,0.0,35.71428,30.0,1.30548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,0.0,0.0,0.0,0.0,5.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.73684,74.96448,42.67008,0.0,0.0,0.0,26.31578,35.71428,34.61538,0.0,0.0,0.0,0.0,0.0,0.0,59.64912,30.70175,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,66.66666,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,5.75916,20.0,0.0,0.0,0.0,0.0,57.14285,25.0,2.08877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.29323,75.78125,46.42755,0.0,0.0,0.0,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,42.98245,13.15789,61.4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33333,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.73913,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,11.51832,24.0,0.0,0.0,0.0,0.0,78.57142,25.0,3.91644,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,0.0,0.0,0.0,0.0,4.82758,0.0,4.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.39097,76.38494,54.48334,0.0,0.0,0.0,0.0,78.57142,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,64.91228,28.07017,52.63157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.65217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,13.089,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82758,0.0,5.51724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.86466,85.54687,62.08368,0.0,0.0,0.0,36.8421,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1228,27.19298,45.61403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,45.65217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,53.84615,0.0,0.0,60.73298,36.0,0.0,0.0,0.0,0.0,50.0,0.0,2.08877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923,0.0,0.0,0.0,0.0,5.51724,31.25,6.20689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.02255,83.59375,66.80899,0.0,0.0,0.0,52.63157,85.71428,30.76923,0.0,0.0,0.0,0.0,0.0,0.0,49.1228,20.17543,35.08771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.21739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,90.57591,28.0,20.83333,0.0,0.0,0.0,35.71428,0.0,1.30548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.20689,0.0,4.82758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.96992,82.45738,69.14318,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.49122,15.78947,43.85964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,53.84615,46.66666,0.0,39.79057,96.0,0.0,0.0,0.0,0.0,50.0,100.0,1.56657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82758,0.0,4.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.75939,80.39772,67.26444,0.0,0.0,0.0,31.57894,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.50877,21.05263,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,80.10471,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.56657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6015,82.35085,58.78166,0.0,0.0,0.0,68.42105,42.85714,0.0,100.0,0.0,0.0,0.0,0.0,0.0,53.50877,26.31578,76.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.26086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,39.79057,44.0,41.66666,0.0,0.0,0.0,78.57142,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86466,85.83096,56.93139,0.0,0.0,0.0,94.73684,0.0,38.46153,0.0,0.0,100.0,0.0,0.0,100.0,50.87719,45.61403,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,19.56521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,76.96335,44.0,0.0,0.0,0.0,0.0,0.0,25.0,1.30548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,4.13793,0.0,4.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.62406,78.51562,60.09109,0.0,0.0,0.0,31.57894,35.71428,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,42.10526,59.64912,81.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,50.26178,68.0,41.66666,0.0,0.0,0.0,0.0,0.0,1.56657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.38461,0.0,0.0,0.0,0.0,4.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,68.18045,84.6946,60.7458,0.0,0.0,0.0,47.36842,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.61403,42.98245,40.35087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,32.98429,32.0,37.5,0.0,0.0,0.0,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.38461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,71.72932,81.99573,61.22971,0.0,0.0,0.0,36.8421,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.78947,64.91228,40.35087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.52173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,46.66666,0.0,26.70157,20.0,25.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.61538,0.0,0.0,0.0,0.0,0.0,0.0,3.44827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.33082,71.20028,68.57386,0.0,0.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.80701,49.1228,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
