,명의본초앰플_0,명의본초앰플_1,명의본초앰플_2,굳세라 수퍼 세라마이드 크림 인 세럼_0,굳세라 수퍼 세라마이드 크림 인 세럼_1,굳세라 수퍼 세라마이드 크림 인 세럼_2,유쓰 크리에이터 에이지 넉다운 워터 에센스_0,유쓰 크리에이터 에이지 넉다운 워터 에센스_1,유쓰 크리에이터 에이지 넉다운 워터 에센스_2,이드라 뷰티 마이크로 버블 쎄럼_0,이드라 뷰티 마이크로 버블 쎄럼_1,이드라 뷰티 마이크로 버블 쎄럼_2,다이브인 저분자 히알루론산 세럼_0,다이브인 저분자 히알루론산 세럼_1,다이브인 저분자 히알루론산 세럼_2,타임 레볼루션 나이트 리페어 프로바이오 보랏빛 앰플_0,타임 레볼루션 나이트 리페어 프로바이오 보랏빛 앰플_1,타임 레볼루션 나이트 리페어 프로바이오 보랏빛 앰플_2,다홍매실 비움 초_0,다홍매실 비움 초_1,다홍매실 비움 초_2,맑은 어성초 진정 에센스_0,맑은 어성초 진정 에센스_1,맑은 어성초 진정 에센스_2,비폴렌 리뉴 앰풀러_0,비폴렌 리뉴 앰풀러_1,비폴렌 리뉴 앰풀러_2,로즈허브 퍼펙트 빌드 업 세럼_0,로즈허브 퍼펙트 빌드 업 세럼_1,로즈허브 퍼펙트 빌드 업 세럼_2,로열허니 프로폴리스 인리치 에센스_0,로열허니 프로폴리스 인리치 에센스_1,로열허니 프로폴리스 인리치 에센스_2,레드 프로폴리스 트리플 앰플_0,레드 프로폴리스 트리플 앰플_1,레드 프로폴리스 트리플 앰플_2,프로 히알샷 물광 앰플_0,프로 히알샷 물광 앰플_1,프로 히알샷 물광 앰플_2,비타씨플러스 잡티씨 탄력앰플_0,비타씨플러스 잡티씨 탄력앰플_1,비타씨플러스 잡티씨 탄력앰플_2,유쓰 크리에이터 에이지 넉다운 밤_0,유쓰 크리에이터 에이지 넉다운 밤_1,유쓰 크리에이터 에이지 넉다운 밤_2,이모르뗄 오버나이트 리셋 오일 인 세럼_0,이모르뗄 오버나이트 리셋 오일 인 세럼_1,이모르뗄 오버나이트 리셋 오일 인 세럼_2,히아루론산 워터 에센스_0,히아루론산 워터 에센스_1,히아루론산 워터 에센스_2,원더 블랙라이스 히알루로닉 에센스_0,원더 블랙라이스 히알루로닉 에센스_1,원더 블랙라이스 히알루로닉 에센스_2,아쿠아타이드 리서페이스 세럼_0,아쿠아타이드 리서페이스 세럼_1,아쿠아타이드 리서페이스 세럼_2,어드밴스드 나이트 리페어 인텐스 리셋 컨센트레이트_0,어드밴스드 나이트 리페어 인텐스 리셋 컨센트레이트_1,어드밴스드 나이트 리페어 인텐스 리셋 컨센트레이트_2,인텐시브 오인트 크림_0,인텐시브 오인트 크림_1,인텐시브 오인트 크림_2,마데카크림 파워 부스팅 포뮬러_0,마데카크림 파워 부스팅 포뮬러_1,마데카크림 파워 부스팅 포뮬러_2,수퍼 아쿠아 울트라 히알론 크림_0,수퍼 아쿠아 울트라 히알론 크림_1,수퍼 아쿠아 울트라 히알론 크림_2,아토베리어 365 크림_0,아토베리어 365 크림_1,아토베리어 365 크림_2,슈퍼바이탈 크림 리치_0,슈퍼바이탈 크림 리치_1,슈퍼바이탈 크림 리치_2,하이드라V 모이스처 크림_0,하이드라V 모이스처 크림_1,하이드라V 모이스처 크림_2,리바이탈라이징 수프림+ 나이트 인텐시브 크림_0,리바이탈라이징 수프림+ 나이트 인텐시브 크림_1,리바이탈라이징 수프림+ 나이트 인텐시브 크림_2,우레아 리페어 크림_0,우레아 리페어 크림_1,우레아 리페어 크림_2,듀얼 블루밍 캡슐 앰플 & 하이드라 바이탈라이징 크림_0,듀얼 블루밍 캡슐 앰플 & 하이드라 바이탈라이징 크림_1,듀얼 블루밍 캡슐 앰플 & 하이드라 바이탈라이징 크림_2,셋업 크림_0,셋업 크림_1,셋업 크림_2,에이지리스 리얼 아이크림 포 페이스_0,에이지리스 리얼 아이크림 포 페이스_1,에이지리스 리얼 아이크림 포 페이스_2,어린쑥 수분진정 크림_0,어린쑥 수분진정 크림_1,어린쑥 수분진정 크림_2,플라본 인텐시브 크림_0,플라본 인텐시브 크림_1,플라본 인텐시브 크림_2,어드밴스드 시카 수분 크림_0,어드밴스드 시카 수분 크림_1,어드밴스드 시카 수분 크림_2,하이포알러제닉 모이스처라이징 밤 크림_0,하이포알러제닉 모이스처라이징 밤 크림_1,하이포알러제닉 모이스처라이징 밤 크림_2,필라그린 배리어 밤_0,필라그린 배리어 밤_1,필라그린 배리어 밤_2,필터크림_0,필터크림_1,필터크림_2,더마 플랜 울트라 밤 크림_0,더마 플랜 울트라 밤 크림_1,더마 플랜 울트라 밤 크림_2,마유 크림 엑스트라 골든 컴플렉스_0,마유 크림 엑스트라 골든 컴플렉스_1,마유 크림 엑스트라 골든 컴플렉스_2
10,35.13513,79.48717,77.55102,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75675,0.0,0.0,0.0,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33333,0.0,0.0,0.0,0.0,0.0,0.0,62.5,82.35294,0.0,0.0,41.66666,0.0,3.52112,60.34482,22.03389,0.0,88.88888,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,35.29411,0.0,31.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,47.29729,58.97435,51.0204,38.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81081,0.0,14.86486,0.0,0.0,0.0,38.63636,8.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,56.89655,23.72881,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,6.25,55.55555,0.0,0.0,0.0,0.0,0.0
12,45.94594,46.15384,63.2653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.97297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,13.55932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0
13,47.29729,51.28205,53.06122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.16216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,6.33802,50.0,23.72881,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,54.05405,94.87179,81.63265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51351,0.0,10.81081,0.0,0.0,0.0,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33333,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.44827,18.64406,80.0,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05263,0.0,66.66666,0.0,0.0,0.0,0.0,0.0
15,47.29729,61.53846,83.67346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45945,0.0,22.97297,0.0,0.0,0.0,11.36363,9.41176,0.0,0.0,0.0,0.0,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33802,53.44827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.33333,22.72727,0.0,21.73913,0.0,0.0,0.0,0.0,81.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0
16,32.43243,46.15384,93.87755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.37837,0.0,12.16216,0.0,0.0,0.0,0.0,20.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33333,0.0,47.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,9.15492,51.72413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0
17,51.35135,58.97435,81.63265,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45945,0.0,13.51351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,4.66666,0.0,38.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22535,58.62068,47.45762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,63.51351,43.58974,55.10204,0.0,72.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21621,0.0,9.45945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6338,51.72413,20.33898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0
19,75.67567,30.76923,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.21621,0.0,28.37837,0.0,0.0,0.0,0.0,8.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,0.0,12.0,0.0,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,3.52112,60.34482,16.94915,80.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,44.59459,61.53846,61.22448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.56756,0.0,9.45945,0.0,0.0,0.0,0.0,5.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,5.6338,0.0,30.50847,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81818,58.33333,0.0,37.93103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,66.21621,51.28205,55.10204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.48648,0.0,16.21621,0.0,0.0,0.0,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66666,0.0,11.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48923,41.66666,0.0,4.22535,0.0,18.64406,0.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,0.0,0.0,17.24137,0.0,0.0,0.0,45.45454,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15789,5.35714,0.0,0.0,0.0,0.0,0.0,0.0
22,40.54054,46.15384,61.22448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.54054,0.0,16.21621,0.0,0.0,0.0,15.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.33333,0.0,12.66666,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,10.34482,30.50847,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,50.0,63.63636,66.66666,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14285,100.0,0.0,0.0,0.0,0.0,0.0
23,47.29729,51.28205,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.67567,0.0,17.56756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.52112,0.0,23.72881,50.0,0.0,69.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,54.54545,58.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,0.0,61.53846
24,66.21621,48.71794,73.46938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.13513,0.0,36.48648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,16.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24137,30.50847,0.0,0.0,84.61538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,95.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,58.1081,53.84615,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.43243,100.0,40.54054,0.0,0.0,0.0,11.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,6.33802,8.62068,100.0,0.0,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,31.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,0.0,0.0,0.0
26,63.51351,56.41025,61.22448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.18918,0.0,25.67567,0.0,0.0,0.0,0.0,8.23529,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,22.41379,11.8644,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.27272,41.66666,0.0,17.24137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.66666,77.77777,0.0,0.0
27,77.02702,71.79487,65.30612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.29729,0.0,35.13513,0.0,0.0,0.0,0.0,8.23529,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,35.29411,0.0,100.0,0.0,0.0,4.92957,0.0,0.0,0.0,77.77777,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28.37837,43.58974,36.73469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,32.43243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,47.84735,50.0,0.0,0.0,0.0,27.11864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,100.0,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,62.5,0.0
29,55.4054,35.89743,75.5102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4054,0.0,39.18918,0.0,0.0,0.0,13.63636,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,41.17647,0.0,10.66536,0.0,0.0,14.78873,10.34482,11.8644,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46428,0.0,0.0,0.0,0.0,0.0,0.0
30,74.32432,35.89743,67.34693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.29729,0.0,47.29729,0.0,0.0,0.0,0.0,5.88235,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71819,0.0,0.0,11.97183,13.7931,27.11864,70.0,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,26.08695,20.68965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,68.75,0.0,0.0,0.0,0.0,87.5,0.0
31,47.29729,41.02564,67.34693,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.78378,0.0,100.0,0.0,0.0,0.0,18.18181,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,0.0,5.28375,0.0,0.0,4.92957,32.75862,49.15254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61538,0.0,100.0,0.0,85.71428,58.33333,0.0,0.0,0.0
32,93.24324,53.84615,51.0204,0.0,72.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83783,0.0,55.4054,0.0,0.0,0.0,11.36363,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,3.62035,0.0,0.0,6.33802,18.96551,16.94915,50.0,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,44.64285,0.0,0.0,0.0,0.0,0.0,0.0
