,에이오셉 플러스_0,에이오셉 플러스_1,에이오셉 플러스_2,옵티프리 익스프레스_0,옵티프리 익스프레스_1,옵티프리 익스프레스_2,옵티프리 리플레니시_0,옵티프리 리플레니시_1,옵티프리 리플레니시_2,옵티프리 퓨어모이스트_0,옵티프리 퓨어모이스트_1,옵티프리 퓨어모이스트_2,바이오트루 다목적 렌즈관리용액_0,바이오트루 다목적 렌즈관리용액_1,바이오트루 다목적 렌즈관리용액_2,드롭드림아이 _0,드롭드림아이 _1,드롭드림아이 _2,보스톤 세척액 어드밴스 클리너_0,보스톤 세척액 어드밴스 클리너_1,보스톤 세척액 어드밴스 클리너_2,오퓨러스 습윤액_0,오퓨러스 습윤액_1,오퓨러스 습윤액_2,휴먼바이오 세척 식염수_0,휴먼바이오 세척 식염수_1,휴먼바이오 세척 식염수_2,프리미엄 퓨어클 습윤액_0,프리미엄 퓨어클 습윤액_1,프리미엄 퓨어클 습윤액_2,드림아이 소프트렌즈 용액_0,드림아이 소프트렌즈 용액_1,드림아이 소프트렌즈 용액_2,컴플릿 멀티 퍼포스 솔루션_0,컴플릿 멀티 퍼포스 솔루션_1,컴플릿 멀티 퍼포스 솔루션_2,더 뷰 소프트 콘택트 렌즈 전용 용액_0,더 뷰 소프트 콘택트 렌즈 전용 용액_1,더 뷰 소프트 콘택트 렌즈 전용 용액_2,보스톤 심플러스_0,보스톤 심플러스_1,보스톤 심플러스_2,프렌즈 프로 B  sol _0,프렌즈 프로 B  sol _1,프렌즈 프로 B  sol _2,프로젠트_0,프로젠트_1,프로젠트_2,클리어 케어_0,클리어 케어_1,클리어 케어_2,메니케어 플러스_0,메니케어 플러스_1,메니케어 플러스_2,메디렌즈 멀티액_0,메디렌즈 멀티액_1,메디렌즈 멀티액_2,프렌즈 드롭_0,프렌즈 드롭_1,프렌즈 드롭_2,블루 드 샤넬 오 드 빠르펭_0,블루 드 샤넬 오 드 빠르펭_1,블루 드 샤넬 오 드 빠르펭_2,어메이징 그레이스 발레 로즈 프레그런스 EDT_0,어메이징 그레이스 발레 로즈 프레그런스 EDT_1,어메이징 그레이스 발레 로즈 프레그런스 EDT_2,오 로즈 오 드 뚜왈렛_0,오 로즈 오 드 뚜왈렛_1,오 로즈 오 드 뚜왈렛_2,끌로에 오 드 퍼퓸_0,끌로에 오 드 퍼퓸_1,끌로에 오 드 퍼퓸_2,로즈 드 끌로에 우먼 오드뚜왈렛_0,로즈 드 끌로에 우먼 오드뚜왈렛_1,로즈 드 끌로에 우먼 오드뚜왈렛_2,라이트 에센스 오 드 뚜왈렛_0,라이트 에센스 오 드 뚜왈렛_1,라이트 에센스 오 드 뚜왈렛_2,모던 프린세스 오 드 퍼퓸_0,모던 프린세스 오 드 퍼퓸_1,모던 프린세스 오 드 퍼퓸_2,럭키위시_0,럭키위시_1,럭키위시_2,미스 디올 블루밍 부케 오 드 뚜왈렛_0,미스 디올 블루밍 부케 오 드 뚜왈렛_1,미스 디올 블루밍 부케 오 드 뚜왈렛_2,알뤼르 옴므 스포츠 오 드 뚜왈렛 스프레이_0,알뤼르 옴므 스포츠 오 드 뚜왈렛 스프레이_1,알뤼르 옴므 스포츠 오 드 뚜왈렛 스프레이_2,플로라 바이 구찌 아름다운 가르데니아 오 드 뚜왈렛_0,플로라 바이 구찌 아름다운 가르데니아 오 드 뚜왈렛_1,플로라 바이 구찌 아름다운 가르데니아 오 드 뚜왈렛_2,뿌르 옴므 익스트림 오드뚜왈렛_0,뿌르 옴므 익스트림 오드뚜왈렛_1,뿌르 옴므 익스트림 오드뚜왈렛_2,오 프레쉬 맨 오드뚜왈렛_0,오 프레쉬 맨 오드뚜왈렛_1,오 프레쉬 맨 오드뚜왈렛_2,위크엔드 오드트왈렛_0,위크엔드 오드트왈렛_1,위크엔드 오드트왈렛_2,플로라 바이 구찌 글로리어스 만다린 우먼 오드뚜왈렛_0,플로라 바이 구찌 글로리어스 만다린 우먼 오드뚜왈렛_1,플로라 바이 구찌 글로리어스 만다린 우먼 오드뚜왈렛_2,라 튤립 오 드 퍼퓸_0,라 튤립 오 드 퍼퓸_1,라 튤립 오 드 퍼퓸_2,샹스 오 땅드르 오 드 뚜왈렛 스프레이_0,샹스 오 땅드르 오 드 뚜왈렛 스프레이_1,샹스 오 땅드르 오 드 뚜왈렛 스프레이_2,로빠 겐조 뿌르 옴므 오드뚜왈렛_0,로빠 겐조 뿌르 옴므 오드뚜왈렛_1,로빠 겐조 뿌르 옴므 오드뚜왈렛_2,가브리엘 샤넬 오 드 빠르펭_0,가브리엘 샤넬 오 드 빠르펭_1,가브리엘 샤넬 오 드 빠르펭_2,플라워 인 디 에어 오 드 퍼퓸_0,플라워 인 디 에어 오 드 퍼퓸_1,플라워 인 디 에어 오 드 퍼퓸_2
10,6.35308,67.44186,62.79069,47.2826,64.49275,69.81132,76.66666,47.05882,57.30337,49.21259,61.97183,82.23684,0.0,0.0,0.0,77.77777,29.82456,45.65217,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.39097,79.19463,59.0604,0.0,0.0,0.0,0.0,50.0,0.0,0.41608,0.0,41.66666,0.0,31.25,0.0,0.0,0.0,0.0,48.61111,51.16279,23.71134,60.0,0.0,37.14285,0.0,0.0,0.0,0.0,0.0,0.0,55.26315,48.89589,89.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61538,0.0,0.0,58.82352,41.86046,71.62162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,7.697,59.30232,67.44186,36.95652,72.46376,60.37735,55.0,60.78431,74.1573,39.37007,49.29577,84.21052,0.0,0.0,0.0,63.88888,31.57894,36.95652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.16541,55.03355,85.23489,0.0,0.0,0.0,0.0,35.71428,0.0,1.31761,41.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.77777,65.11627,22.16494,73.33333,0.0,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,60.19736,45.74132,75.71428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.84615,0.0,0.0,63.23529,43.02325,83.78378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0
12,6.10873,77.90697,59.30232,35.32608,57.24637,59.43396,50.0,46.07843,64.04494,38.58267,55.6338,95.39473,0.0,0.0,0.0,52.77777,56.14035,54.34782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.66165,56.37583,63.75838,0.0,0.0,0.0,0.0,0.0,0.0,0.97087,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,51.38888,66.27906,17.52577,83.33333,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36842,41.32492,71.90476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.38461,13.04347,0.0,50.0,34.88372,67.56756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0
13,6.29199,81.39534,77.90697,35.32608,65.94202,67.92452,61.66666,55.88235,60.67415,36.61417,59.85915,86.18421,0.0,0.0,0.0,25.0,49.1228,69.56521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,44.3609,39.59731,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10957,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,45.83333,82.55813,25.25773,40.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.23684,44.47949,73.80952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.30769,0.0,0.0,47.05882,30.23255,77.02702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,18.08185,37.2093,81.39534,48.91304,57.97101,55.66037,65.83333,51.96078,56.17977,44.48818,71.12676,84.86842,0.0,0.0,0.0,52.77777,66.66666,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.62406,42.28187,74.49664,0.0,0.0,0.0,0.0,0.0,0.0,0.48543,0.0,0.0,37.5,50.0,72.72727,0.0,0.0,0.0,47.22222,60.46511,14.94845,23.33333,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,39.43217,90.95238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,0.0,0.0,50.0,34.88372,87.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,83.33333,0.0,0.0,0.0,0.0
15,100.0,74.4186,37.2093,38.58695,60.14492,77.35849,61.66666,61.7647,55.05617,58.66141,87.32394,75.65789,0.0,0.0,0.0,69.44444,56.14035,39.13043,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.41353,59.0604,61.07382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,93.05555,66.27906,20.61855,30.0,45.45454,22.85714,0.0,0.0,0.0,0.0,0.0,0.0,59.21052,28.70662,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.30769,0.0,0.0,23.52941,37.2093,85.13513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,25.41233,61.6279,74.4186,41.30434,61.5942,67.92452,70.0,79.41176,73.0337,64.56692,72.53521,68.42105,0.0,0.0,0.0,77.77777,22.80701,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.40601,85.23489,45.63758,0.0,0.0,0.0,40.0,35.71428,0.0,0.76282,0.0,41.66666,43.75,100.0,0.0,0.0,0.0,0.0,98.61111,74.4186,16.49484,66.66666,0.0,51.42857,0.0,0.0,0.0,0.0,0.0,0.0,57.56578,40.06309,78.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94117,50.0,79.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,12.5229,90.69767,61.6279,30.97826,56.52173,55.66037,44.16666,41.17647,47.19101,42.12598,71.12676,70.39473,0.0,0.0,0.0,91.66666,45.61403,28.26086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.69172,63.75838,67.11409,0.0,0.0,0.0,0.0,0.0,0.0,0.69348,41.66666,0.0,50.0,0.0,0.0,0.0,0.0,0.0,68.05555,100.0,21.13402,46.66666,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,60.52631,33.43848,65.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.23529,41.86046,75.67567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,11.17898,67.44186,90.69767,38.58695,89.85507,49.0566,28.33333,50.0,55.05617,31.49606,47.88732,100.0,0.0,0.0,0.0,61.11111,42.10526,67.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.87969,100.0,64.42953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25,0.0,45.45454,0.0,0.0,0.0,70.83333,80.23255,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86842,46.37223,74.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46153,10.86956,0.0,80.88235,36.04651,72.97297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,7.75809,58.13953,67.44186,28.26086,63.04347,72.6415,34.16666,45.09803,64.04494,36.22047,56.33802,96.05263,0.0,0.0,0.0,41.66666,29.82456,65.21739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,74.49664,77.1812,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,37.5,0.0,54.54545,0.0,0.0,0.0,50.0,67.44186,35.56701,30.0,27.27272,34.28571,0.0,0.0,0.0,0.0,0.0,0.0,69.40789,49.21135,69.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.05882,33.72093,77.02702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,7.94135,72.09302,58.13953,34.7826,62.31884,66.03773,39.16666,59.80392,58.42696,42.91338,50.70422,90.78947,0.0,0.0,0.0,41.66666,56.14035,58.69565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,61.07382,81.20805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,43.75,0.0,0.0,0.0,0.0,0.0,70.83333,73.25581,26.80412,0.0,31.81818,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,63.81578,36.90851,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.21739,0.0,86.7647,33.72093,89.18918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,19.91447,62.79069,72.09302,38.58695,47.10144,45.28301,36.66666,45.09803,65.16853,33.07086,63.38028,76.97368,0.0,0.0,0.0,52.77777,70.17543,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1203,45.63758,61.07382,0.0,0.0,0.0,0.0,35.71428,0.0,0.0,50.0,0.0,68.75,31.25,54.54545,0.0,0.0,0.0,59.72222,76.74418,41.75257,20.0,68.18181,40.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,36.2776,62.38095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11764,34.88372,63.51351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
22,19.97556,40.69767,62.79069,36.95652,50.72463,67.92452,53.33333,92.15686,65.16853,44.88188,86.61971,67.76315,0.0,0.0,0.0,41.66666,75.43859,23.91304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.69924,67.11409,61.07382,0.0,0.0,0.0,0.0,0.0,0.0,0.34674,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,66.66666,65.11627,19.58762,16.66666,77.27272,48.57142,0.0,0.0,0.0,0.0,0.0,0.0,50.0,34.38485,64.7619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.21739,0.0,64.70588,31.39534,48.64864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,85.71428,0.0,0.0,0.0
23,12.0342,70.93023,40.69767,45.65217,50.0,69.81132,43.33333,53.92156,49.4382,44.48818,58.4507,58.55263,0.0,0.0,0.0,72.22222,40.35087,43.47826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.16541,64.42953,61.07382,0.0,0.0,0.0,33.33333,42.85714,0.0,0.34674,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,77.77777,73.25581,34.53608,16.66666,81.81818,45.71428,0.0,0.0,0.0,0.0,0.0,0.0,53.61842,42.58675,67.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04347,0.0,61.7647,33.72093,52.7027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,10.87354,48.8372,70.93023,46.19565,64.49275,70.75471,45.0,50.98039,52.80898,42.51968,61.2676,69.73684,0.0,0.0,0.0,77.77777,42.10526,45.65217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.64661,77.1812,81.87919,0.0,0.0,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,69.44444,73.25581,24.74226,16.66666,40.90909,17.14285,0.0,0.0,0.0,0.0,0.0,0.0,54.27631,46.68769,58.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.86956,0.0,50.0,50.0,44.59459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,9.6518,59.30232,48.8372,34.7826,73.91304,55.66037,31.66666,36.2745,39.32584,36.22047,59.15492,72.36842,0.0,0.0,0.0,30.55555,40.35087,58.69565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,81.20805,77.85234,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,43.75,54.54545,0.0,0.0,0.0,73.61111,46.51162,21.64948,60.0,0.0,34.28571,0.0,0.0,0.0,0.0,0.0,0.0,53.61842,36.90851,78.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61538,0.0,0.0,52.94117,58.13953,58.1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,8.55222,95.34883,59.30232,32.06521,85.50724,75.47169,32.5,50.0,56.17977,32.67716,80.98591,86.8421,0.0,0.0,0.0,47.22222,54.38596,69.56521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.64661,61.07382,87.24832,0.0,0.0,0.0,46.66666,0.0,0.0,0.69348,0.0,0.0,0.0,43.75,45.45454,0.0,0.0,0.0,61.11111,53.48837,27.83505,26.66666,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.98684,43.21766,65.23809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53846,19.56521,0.0,50.0,60.46511,64.86486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,6.65852,67.44186,95.34883,34.7826,65.21739,83.01886,33.33333,62.74509,60.67415,37.00787,69.7183,84.86842,0.0,0.0,0.0,22.22222,31.57894,41.30434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.61654,61.07382,75.16778,0.0,0.0,0.0,0.0,42.85714,0.0,1.04022,0.0,0.0,31.25,0.0,100.0,0.0,0.0,0.0,52.77777,48.8372,28.35051,50.0,77.27272,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,61.51315,45.42586,67.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15384,0.0,0.0,60.29411,58.13953,45.94594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,0.0,0.0,0.0,0.0,0.0
28,9.71288,40.69767,67.44186,42.3913,46.37681,85.84905,65.83333,61.7647,56.17977,46.45669,76.76056,77.63157,0.0,0.0,0.0,47.22222,43.85964,45.65217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,61.07382,72.48322,0.0,0.0,0.0,0.0,42.85714,0.0,0.62413,0.0,0.0,0.0,50.0,63.63636,0.0,0.0,0.0,50.0,51.16279,23.19587,33.33333,36.36363,68.57142,0.0,0.0,0.0,0.0,0.0,0.0,47.36842,47.31861,77.61904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,21.73913,54.54545,52.94117,61.6279,59.45945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,7.39156,73.25581,40.69767,33.69565,68.11594,58.49056,50.0,39.21568,55.05617,44.88188,58.4507,57.89473,0.0,0.0,0.0,52.77777,45.61403,58.69565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7218,81.87919,71.81208,0.0,0.0,0.0,0.0,0.0,0.0,1.17891,0.0,0.0,0.0,0.0,81.81818,0.0,0.0,0.0,55.55555,60.46511,26.28865,36.66666,31.81818,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,55.26315,30.28391,74.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61538,13.04347,0.0,72.05882,69.76744,37.83783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,11.85094,73.25581,73.25581,39.13043,57.97101,69.81132,58.33333,48.03921,44.94382,61.02362,63.38028,38.15789,0.0,0.0,0.0,88.88888,33.33333,32.60869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.39849,77.85234,47.651,0.0,0.0,0.0,0.0,50.0,0.0,1.10957,0.0,41.66666,0.0,37.5,0.0,0.0,0.0,0.0,48.61111,63.95348,23.71134,40.0,72.72727,40.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64473,37.85488,78.09523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08695,0.0,58.82352,44.18604,51.35135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,17.04337,46.51162,73.25581,46.19565,55.07246,66.03773,51.66666,45.09803,33.70786,67.32283,67.60563,49.3421,0.0,0.0,0.0,72.22222,22.80701,36.95652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.45864,87.24832,75.16778,0.0,0.0,0.0,80.0,42.85714,0.0,0.41608,41.66666,0.0,0.0,50.0,45.45454,0.0,0.0,0.0,56.94444,56.97674,33.50515,63.33333,36.36363,54.28571,0.0,0.0,0.0,0.0,0.0,0.0,66.11842,44.47949,93.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.30434,45.45454,52.94117,68.60465,54.05405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
