,티르티르 호호바 오일_0,티르티르 호호바 오일_1,티르티르 호호바 오일_2,나우푸드      퓨어 유기농 호호바 오일_0,나우푸드      퓨어 유기농 호호바 오일_1,나우푸드      퓨어 유기농 호호바 오일_2,데저트에센스 오가닉 호호바 오일_0,데저트에센스 오가닉 호호바 오일_1,데저트에센스 오가닉 호호바 오일_2,시드물 자연산 냉압착 호호바 오일_0,시드물 자연산 냉압착 호호바 오일_1,시드물 자연산 냉압착 호호바 오일_2,홀리카홀리카 굳세라 수퍼 세라마이드 에센셜 오일_0,홀리카홀리카 굳세라 수퍼 세라마이드 에센셜 오일_1,홀리카홀리카 굳세라 수퍼 세라마이드 에센셜 오일_2,아이오페 골든 글로우 페이스 오일_0,아이오페 골든 글로우 페이스 오일_1,아이오페 골든 글로우 페이스 오일_2,시드물 프리미엄 호호바 오일_0,시드물 프리미엄 호호바 오일_1,시드물 프리미엄 호호바 오일_2,네오젠 더마로지 화이트 트러플 세럼 인 오일 드롭_0,네오젠 더마로지 화이트 트러플 세럼 인 오일 드롭_1,네오젠 더마로지 화이트 트러플 세럼 인 오일 드롭_2,쥴라이 슈퍼    바운스 씬 오일_0,쥴라이 슈퍼    바운스 씬 오일_1,쥴라이 슈퍼    바운스 씬 오일_2,시드물 냉압착 호호바 오일_0,시드물 냉압착 호호바 오일_1,시드물 냉압착 호호바 오일_2,로벡틴 스킨 이센셜즈 배리어 리페어 페이스 오일_0,로벡틴 스킨 이센셜즈 배리어 리페어 페이스 오일_1,로벡틴 스킨 이센셜즈 배리어 리페어 페이스 오일_2,리얼베리어 액티브 브이 퍼스트 오일_0,리얼베리어 액티브 브이 퍼스트 오일_1,리얼베리어 액티브 브이 퍼스트 오일_2,겔랑 아베이 로얄 유쓰 워터리 오일_0,겔랑 아베이 로얄 유쓰 워터리 오일_1,겔랑 아베이 로얄 유쓰 워터리 오일_2,비오템 아쿠아수르스 매직 젤 오일_0,비오템 아쿠아수르스 매직 젤 오일_1,비오템 아쿠아수르스 매직 젤 오일_2,시드물 스킨소스 타마누 오일_0,시드물 스킨소스 타마누 오일_1,시드물 스킨소스 타마누 오일_2,눅스 윌 프로디쥬스 멀티 리치 오일_0,눅스 윌 프로디쥬스 멀티 리치 오일_1,눅스 윌 프로디쥬스 멀티 리치 오일_2,식물나라 프로폴리스 페이스오일_0,식물나라 프로폴리스 페이스오일_1,식물나라 프로폴리스 페이스오일_2,홀리카홀리카 굳세라 수퍼 세라마이드 모이스춰 밤_0,홀리카홀리카 굳세라 수퍼 세라마이드 모이스춰 밤_1,홀리카홀리카 굳세라 수퍼 세라마이드 모이스춰 밤_2,클라랑스 페이스 트리트먼트 플랜트 오일 블루 오키드_0,클라랑스 페이스 트리트먼트 플랜트 오일 블루 오키드_1,클라랑스 페이스 트리트먼트 플랜트 오일 블루 오키드_2,킵쿨 오션 딥 블루오일_0,킵쿨 오션 딥 블루오일_1,킵쿨 오션 딥 블루오일_2,네이밍 레이어드 커버 파운데이션  SPF   PA   _0,네이밍 레이어드 커버 파운데이션  SPF   PA   _1,네이밍 레이어드 커버 파운데이션  SPF   PA   _2,자빈드서울 윙크 파운데이션 팩트  SPF    PA    _0,자빈드서울 윙크 파운데이션 팩트  SPF    PA    _1,자빈드서울 윙크 파운데이션 팩트  SPF    PA    _2,바비브라운 인텐시브 스킨 세럼 파운데이션  SPF   PA    _0,바비브라운 인텐시브 스킨 세럼 파운데이션  SPF   PA    _1,바비브라운 인텐시브 스킨 세럼 파운데이션  SPF   PA    _2,동인비 자생 퍼펙트 쿠션  SPF    PA     _0,동인비 자생 퍼펙트 쿠션  SPF    PA     _1,동인비 자생 퍼펙트 쿠션  SPF    PA     _2,메이크업포에버 매트 벨벳 스킨 블러링 파우더 파운데이션_0,메이크업포에버 매트 벨벳 스킨 블러링 파우더 파운데이션_1,메이크업포에버 매트 벨벳 스킨 블러링 파우더 파운데이션_2,룩스앤메이 아우라 워터 글로우 쿠션  SPF    PA    _0,룩스앤메이 아우라 워터 글로우 쿠션  SPF    PA    _1,룩스앤메이 아우라 워터 글로우 쿠션  SPF    PA    _2,에스티 로더 퓨처리스트 아쿠아 브릴리언스 파운데이션  SPF   PA    _0,에스티 로더 퓨처리스트 아쿠아 브릴리언스 파운데이션  SPF   PA    _1,에스티 로더 퓨처리스트 아쿠아 브릴리언스 파운데이션  SPF   PA    _2,조성아22새틴 핏 레이어 쿠션  SPF   PA     _0,조성아22새틴 핏 레이어 쿠션  SPF   PA     _1,조성아22새틴 핏 레이어 쿠션  SPF   PA     _2,랑콤 뗑 이돌 롱라스팅 파운데이션  SPF   PA   _0,랑콤 뗑 이돌 롱라스팅 파운데이션  SPF   PA   _1,랑콤 뗑 이돌 롱라스팅 파운데이션  SPF   PA   _2,설화수 퍼펙팅 파운데이션  SPF   PA  _0,설화수 퍼펙팅 파운데이션  SPF   PA  _1,설화수 퍼펙팅 파운데이션  SPF   PA  _2,바닐라코 커버리셔스 파워 핏 파운데이션  SPF   PA   _0,바닐라코 커버리셔스 파워 핏 파운데이션  SPF   PA   _1,바닐라코 커버리셔스 파워 핏 파운데이션  SPF   PA   _2,미샤 래디언스 퍼펙트핏 파운데이션  SPF   PA   _0,미샤 래디언스 퍼펙트핏 파운데이션  SPF   PA   _1,미샤 래디언스 퍼펙트핏 파운데이션  SPF   PA   _2,헤라 글로우 래스팅 파운데이션  SPF   PA   _0,헤라 글로우 래스팅 파운데이션  SPF   PA   _1,헤라 글로우 래스팅 파운데이션  SPF   PA   _2,에스티 로더 더블 웨어 스테이 인 플레이스 메이크업  SPF   PA   _0,에스티 로더 더블 웨어 스테이 인 플레이스 메이크업  SPF   PA   _1,에스티 로더 더블 웨어 스테이 인 플레이스 메이크업  SPF   PA   _2,디올 포에버 스킨 글로우   H 웨어 스킨 케어링 파운데이션  SPF   PA   _0,디올 포에버 스킨 글로우   H 웨어 스킨 케어링 파운데이션  SPF   PA   _1,디올 포에버 스킨 글로우   H 웨어 스킨 케어링 파운데이션  SPF   PA   _2,정샘물 에센셜 스킨 누더 쿠션  SPF   PA   _0,정샘물 에센셜 스킨 누더 쿠션  SPF   PA   _1,정샘물 에센셜 스킨 누더 쿠션  SPF   PA   _2,나스 아쿠아 글로우 쿠션 파운데이션  SPF   PA   _0,나스 아쿠아 글로우 쿠션 파운데이션  SPF   PA   _1,나스 아쿠아 글로우 쿠션 파운데이션  SPF   PA   _2,메이크업포에버 리부트 파운데이션_0,메이크업포에버 리부트 파운데이션_1,메이크업포에버 리부트 파운데이션_2,문샷 마이크로 글래시핏 쿠션  SPF    PA     _0,문샷 마이크로 글래시핏 쿠션  SPF    PA     _1,문샷 마이크로 글래시핏 쿠션  SPF    PA     _2,머지 더 퍼스트 파운데이션  SPF   PA   _0,머지 더 퍼스트 파운데이션  SPF   PA   _1,머지 더 퍼스트 파운데이션  SPF   PA   _2
10,42.06128,56.09756,47.00854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4935,17.74891,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.92906,4.80109,0.0,0.0,0.0,0.0,0.0,0.0
11,53.76044,39.63414,42.73504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.74891,16.01731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.89473,3.56652,0.0,0.0,0.0,0.0,0.0,0.0
12,44.84679,46.34146,41.88034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01731,18.18181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.68965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.86956,3.01783,0.0,0.0,0.0,0.0,0.0,0.0
13,33.14763,38.41463,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18181,23.80952,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.95423,1.78326,0.0,0.0,0.0,0.0,0.0,0.0
14,29.80501,33.53658,17.09401,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,20.34632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.97025,1.09739,0.0,0.0,0.0,0.0,0.0,0.0
15,28.96935,30.4878,24.78632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.34632,26.83982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.76923,5.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.08924,4.38957,0.0,0.0,0.0,0.0,0.0,0.0
16,43.45403,29.87804,13.67521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77777,26.83982,29.87012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.73226,7.13305,0.0,0.0,0.0,0.0,0.0,0.0
17,49.02506,16.46341,23.07692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.87012,25.10822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,27.6923,9.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.08009,8.91632,0.0,0.0,0.0,0.0,0.0,0.0
18,52.64623,12.19512,19.65811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.10822,17.31601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.30769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.81693,14.40329,0.0,0.0,0.0,0.0,0.0,0.0
19,42.33983,17.68292,12.82051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.31601,17.31601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.47826,17.14677,0.0,0.0,0.0,0.0,0.0,0.0
20,30.91922,9.75609,14.52991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4074,17.31601,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.69794,10.28806,0.0,0.0,0.0,0.0,0.0,0.0
21,31.19777,16.46341,17.94871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94444,14.28571,46.75324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4691,16.18655,0.0,0.0,0.0,0.0,0.0,0.0
22,28.6908,14.02439,45.29914,0.0,0.0,0.0,62.5,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,2.77777,46.75324,48.48484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.94279,12.34567,0.0,0.0,0.0,0.0,0.0,0.0
23,36.7688,9.14634,54.70085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4074,48.48484,33.76623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.20594,15.36351,0.0,0.0,0.0,0.0,0.0,0.0
24,55.7103,10.36585,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16666,33.76623,24.24242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,58.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.54462,13.71742,0.0,0.0,0.0,0.0,0.0,0.0
25,60.72423,12.80487,59.82905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,24.24242,12.55411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,88.88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.92307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7094,24.94279,29.08093,0.0,0.0,0.0,0.0,0.0,0.0
26,57.66016,32.31707,57.26495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05555,12.55411,13.85281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.12128,30.72702,0.0,0.0,0.0,0.0,0.0,0.0
27,42.06128,39.02439,32.47863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.31481,13.85281,14.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83333,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.35011,24.417,0.0,0.0,0.0,0.0,0.0,0.0
28,44.84679,32.92682,36.75213,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,19.44444,14.28571,34.19913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.76923,7.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.16666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.849,24.94279,27.84636,0.0,0.0,0.0,0.0,0.0,0.0
29,49.02506,42.68292,30.76923,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851,34.19913,79.22077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857,0.0,0.0,7.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.37528,24.9657,0.0,0.0,0.0,0.0,0.0,0.0
30,100.0,40.85365,23.07692,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94444,79.22077,87.87878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.84615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.14645,30.3155,0.0,0.0,0.0,0.0,0.0,0.0
