,입생로랑 탑 시크릿 메이크업 세팅 스프레이_0,입생로랑 탑 시크릿 메이크업 세팅 스프레이_1,입생로랑 탑 시크릿 메이크업 세팅 스프레이_2,메이크업포에버 미스트 앤 픽스_0,메이크업포에버 미스트 앤 픽스_1,메이크업포에버 미스트 앤 픽스_2,에스쁘아 페이스 프라임 글로우 픽스 미스트_0,에스쁘아 페이스 프라임 글로우 픽스 미스트_1,에스쁘아 페이스 프라임 글로우 픽스 미스트_2,어반디케이 칠 쿨링 앤 하이드레이팅 메이크업 세팅 스프레이_0,어반디케이 칠 쿨링 앤 하이드레이팅 메이크업 세팅 스프레이_1,어반디케이 칠 쿨링 앤 하이드레이팅 메이크업 세팅 스프레이_2,메리케이 메이크업 피니싱 스프레이_0,메리케이 메이크업 피니싱 스프레이_1,메리케이 메이크업 피니싱 스프레이_2,자트인사이트 울트라 세팅 진짜 픽서_0,자트인사이트 울트라 세팅 진짜 픽서_1,자트인사이트 울트라 세팅 진짜 픽서_2,어반디케이 여행용 체리 올나이터_0,어반디케이 여행용 체리 올나이터_1,어반디케이 여행용 체리 올나이터_2,투쿨포스쿨 아트클래스 익스트림 세팅 픽서_0,투쿨포스쿨 아트클래스 익스트림 세팅 픽서_1,투쿨포스쿨 아트클래스 익스트림 세팅 픽서_2,네이처리퍼블릭 프로방스 스마트 베리어 메이크업 픽서_0,네이처리퍼블릭 프로방스 스마트 베리어 메이크업 픽서_1,네이처리퍼블릭 프로방스 스마트 베리어 메이크업 픽서_2,아리따움 올데이 필터 픽서_0,아리따움 올데이 필터 픽서_1,아리따움 올데이 필터 픽서_2,바비브라운 럭스 립 칼라_0,바비브라운 럭스 립 칼라_1,바비브라운 럭스 립 칼라_2,투쿨포스쿨 글램락 미스티 로즈_0,투쿨포스쿨 글램락 미스티 로즈_1,투쿨포스쿨 글램락 미스티 로즈_2,랑콤 압솔뤼 루즈_0,랑콤 압솔뤼 루즈_1,랑콤 압솔뤼 루즈_2,투쿨포스쿨 글램락 허쉬 브라운_0,투쿨포스쿨 글램락 허쉬 브라운_1,투쿨포스쿨 글램락 허쉬 브라운_2,클리오 매드 매트 립_0,클리오 매드 매트 립_1,클리오 매드 매트 립_2,지방시 뷰티 르 루즈_0,지방시 뷰티 르 루즈_1,지방시 뷰티 르 루즈_2,바비브라운 너리싱 립 칼라_0,바비브라운 너리싱 립 칼라_1,바비브라운 너리싱 립 칼라_2,미샤 데어 루즈 벨벳_0,미샤 데어 루즈 벨벳_1,미샤 데어 루즈 벨벳_2,홀리카홀리카 누드롭 듀이스틱_0,홀리카홀리카 누드롭 듀이스틱_1,홀리카홀리카 누드롭 듀이스틱_2,조르지오아르마니 루즈 아르마니_0,조르지오아르마니 루즈 아르마니_1,조르지오아르마니 루즈 아르마니_2,비디보브 립컷 루즈 벨벳_0,비디보브 립컷 루즈 벨벳_1,비디보브 립컷 루즈 벨벳_2,라카 스무스 매트 립스틱_0,라카 스무스 매트 립스틱_1,라카 스무스 매트 립스틱_2,웨이크메이크 루즈 건 제로_0,웨이크메이크 루즈 건 제로_1,웨이크메이크 루즈 건 제로_2,랑콤 압솔뤼 루즈 드라마 마뜨_0,랑콤 압솔뤼 루즈 드라마 마뜨_1,랑콤 압솔뤼 루즈 드라마 마뜨_2,샤넬 루쥬 알뤼르_0,샤넬 루쥬 알뤼르_1,샤넬 루쥬 알뤼르_2,메이크업포에버 아티스트 루즈 매트_0,메이크업포에버 아티스트 루즈 매트_1,메이크업포에버 아티스트 루즈 매트_2,클리오 매드 매트 스테인 립_0,클리오 매드 매트 스테인 립_1,클리오 매드 매트 스테인 립_2,레어카인드 페이드 매트 립스틱_0,레어카인드 페이드 매트 립스틱_1,레어카인드 페이드 매트 립스틱_2,샤넬 루쥬 코코_0,샤넬 루쥬 코코_1,샤넬 루쥬 코코_2,샤넬 루쥬 코코 플래쉬_0,샤넬 루쥬 코코 플래쉬_1,샤넬 루쥬 코코 플래쉬_2,삐아 라스트 벨벳 립 틴트 _0,삐아 라스트 벨벳 립 틴트 _1,삐아 라스트 벨벳 립 틴트 _2,삐아 라스트 벨벳 립 틴트  _0,삐아 라스트 벨벳 립 틴트  _1,삐아 라스트 벨벳 립 틴트  _2,블랙루즈 에어 핏 벨벳틴트 _0,블랙루즈 에어 핏 벨벳틴트 _1,블랙루즈 에어 핏 벨벳틴트 _2,헤라 센슈얼 스파이시 누드 글로스_0,헤라 센슈얼 스파이시 누드 글로스_1,헤라 센슈얼 스파이시 누드 글로스_2,블랙루즈 에어 핏 벨벳틴트_0,블랙루즈 에어 핏 벨벳틴트_1,블랙루즈 에어 핏 벨벳틴트_2,입생로랑 베르니 아 레브르 바이닐 크림_0,입생로랑 베르니 아 레브르 바이닐 크림_1,입생로랑 베르니 아 레브르 바이닐 크림_2,어퓨 과즙팡 무스 틴트_0,어퓨 과즙팡 무스 틴트_1,어퓨 과즙팡 무스 틴트_2,KVD 비건뷰티 에버라스팅 리퀴드 립스틱_0,KVD 비건뷰티 에버라스팅 리퀴드 립스틱_1,KVD 비건뷰티 에버라스팅 리퀴드 립스틱_2
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,29.24791,22.05882,36.83241,0.0,20.0,0.0,55.35714,9.61588,9.61588,21.42857,60.0,35.83333,16.55486,28.01724,97.06586,71.42857,0.0,0.0,26.25,64.02877,60.37735,0.0,4.93691,5.65002,0.0,0.0,41.66666,36.36363,72.41379,0.0,75.0,0.0,0.0,0.0,3.05444,5.24137,0.25432,59.96948,31.23092,66.15384,59.32835,50.74626,49.40711,68.53002,59.78835,28.57142,60.0,90.0,0.0,0.0,36.90566,0.0,0.0,0.0,64.93506,46.75324,59.03083,20.43073,7.85797,97.3128,71.47943,70.71369,62.42866,71.47943,70.71369,62.42866,45.78313,39.28571,17.50841,0.0,28.87596,0.0,45.78313,39.28571,17.50841,75.0,81.64251,3.0581,0.59952,1.07913,8.60495,0.0,0.0,0.0
11,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.22284,21.69117,30.75506,20.83333,27.27272,0.0,57.32142,18.56148,18.56148,25.42857,38.0,37.5,15.6205,28.34051,77.30538,0.0,0.0,0.0,8.75,36.69064,47.16981,0.0,3.67526,5.75973,0.0,0.0,16.66666,23.37662,82.75862,58.33333,0.0,0.0,0.0,0.0,1.06241,6.20689,0.7121,40.64089,75.48321,68.20512,50.74626,32.08955,58.49802,64.38923,74.60317,47.61904,0.0,0.0,0.0,0.0,32.75471,0.0,0.0,5.37634,76.62337,45.45454,50.22026,21.53667,8.84749,73.64988,62.69778,54.04019,59.41661,62.69778,54.04019,59.41661,31.6265,39.64285,19.69696,0.0,24.031,1.16279,31.6265,39.64285,19.69696,72.41379,74.87922,13.14984,0.35971,1.43884,7.88787,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.922,23.71323,37.01657,25.0,23.0303,0.0,56.60714,22.22222,22.22222,18.85714,28.0,28.75,14.92573,28.34051,95.86826,0.0,57.14285,0.0,0.0,76.97841,56.60377,0.0,3.83982,5.10148,0.0,0.0,22.22222,35.06493,79.31034,0.0,0.0,0.0,0.0,0.0,1.46082,5.7931,1.78026,36.1648,58.64699,74.35897,32.08955,23.13432,47.82608,63.14699,74.07407,57.14285,33.33333,90.0,0.0,0.0,48.45283,0.0,0.0,0.0,100.0,54.54545,45.37444,82.13038,8.32363,63.16201,62.69778,54.55291,68.1357,62.69778,54.55291,68.1357,19.1265,43.92857,25.58922,0.96899,25.19379,2.32558,19.1265,43.92857,25.58922,14.65517,100.0,11.9266,0.0,2.03836,10.95176,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13649,27.02205,27.07182,20.83333,20.60606,0.0,56.60714,22.1191,22.1191,20.0,37.0,24.58333,17.34547,27.69396,70.11976,0.0,0.0,0.0,7.5,66.90647,27.35849,0.0,4.2238,4.66264,0.0,0.0,16.66666,45.45454,27.5862,0.0,0.0,0.0,0.0,0.0,2.52324,11.5862,2.03458,39.31841,59.96948,53.84615,23.13432,21.26865,62.84584,73.08488,75.66137,42.85714,33.33333,0.0,0.0,0.0,41.16981,0.0,0.0,15.05376,85.71428,49.35064,44.05286,42.54947,11.2922,64.28385,67.72151,70.30352,69.62587,67.72151,70.30352,69.62587,17.01807,53.21428,25.58922,1.74418,22.28682,0.0,17.01807,53.21428,25.58922,18.10344,63.28502,33.63914,0.0,1.43884,11.01694,0.0,0.0,0.0
14,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,53.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.67966,56.61764,22.65193,0.0,14.54545,0.0,53.75,27.24929,27.24929,19.71428,40.99999,27.5,18.49544,36.74568,67.00598,0.0,0.0,0.0,0.0,74.10071,33.96226,0.0,3.78496,13.38453,0.0,0.0,36.11111,31.16883,34.48275,0.0,0.0,0.0,0.0,0.0,1.46082,100.0,12.86876,48.67751,40.64089,38.46153,21.26865,24.25373,79.84189,91.51138,61.90476,38.09523,33.33333,0.0,0.0,0.0,35.20754,0.0,0.0,15.05376,62.33766,61.03896,46.69603,33.41094,13.15483,59.84868,58.42563,63.06398,56.27774,58.42563,63.06398,56.27774,15.81325,40.35714,26.26262,0.96899,27.32558,1.93798,15.81325,40.35714,26.26262,45.68965,72.94685,24.46483,0.29976,1.55875,54.69361,0.0,0.0,0.0
15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.70473,29.96323,28.91344,29.16666,39.39393,0.0,49.82142,54.98839,54.98839,31.71428,49.0,27.91666,13.0091,30.28017,69.28143,35.71428,0.0,0.0,0.0,58.27338,38.67924,0.0,4.33351,11.73889,0.0,0.0,22.22222,22.07792,27.5862,0.0,0.0,62.5,0.0,0.0,4.78087,18.34482,59.51169,47.4059,36.1648,55.38461,24.25373,32.08955,61.26482,68.73706,63.49206,95.23809,53.33333,0.0,0.0,0.0,36.75471,0.0,0.0,16.12903,89.61038,45.45454,55.94713,34.10942,12.9802,56.35272,53.59968,49.81542,67.78693,53.59968,49.81542,67.78693,14.90963,36.42857,27.44107,1.35658,36.4341,1.16279,14.90963,36.42857,27.44107,65.51724,86.47342,75.22935,0.35971,3.95683,83.70273,0.0,0.0,0.0
16,0.0,0.0,0.0,45.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.69359,48.16176,31.12338,29.16666,30.30303,0.0,58.03571,57.69528,57.69528,41.71428,49.0,32.08333,13.27264,34.59051,68.26347,0.0,0.0,0.0,0.0,68.34532,50.94339,0.0,4.00438,7.67964,0.0,0.0,0.0,31.16883,37.93103,0.0,0.0,0.0,0.0,0.0,7.96812,21.7931,47.96541,52.54323,39.31841,44.61538,32.08955,40.2985,55.73122,63.97515,66.13756,76.19047,66.66666,0.0,0.0,0.0,41.84905,0.0,9.67741,18.27956,40.25974,49.35064,48.45814,29.22002,14.61001,52.80459,56.05221,73.21575,66.74064,56.05221,73.21575,66.74064,15.81325,48.92857,44.94949,1.35658,37.79069,0.0,15.81325,48.92857,44.94949,68.96551,69.56521,68.50152,1.25899,2.15827,81.87744,0.0,0.0,0.0
17,0.0,0.0,0.0,47.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3259,25.18382,53.59116,0.0,17.57575,0.0,47.67857,60.37638,60.37638,34.0,46.0,31.25,13.4643,35.99137,56.82634,0.0,0.0,0.0,0.0,63.30935,54.71698,0.0,5.4306,9.87383,0.0,0.0,0.0,33.76623,51.72413,0.0,0.0,0.0,0.0,1.46082,3.58565,17.65517,49.03357,61.19023,48.67751,46.66666,40.2985,30.59701,47.43083,61.49068,68.78306,57.14285,0.0,70.0,0.0,0.0,23.69811,9.67741,0.0,0.0,38.96103,51.94805,42.29074,29.33643,19.84866,49.23036,60.28481,64.97128,49.77805,60.28481,64.97128,49.77805,18.8253,62.85714,30.63973,1.93798,31.78294,0.0,18.8253,62.85714,30.63973,64.65517,44.92753,46.48318,1.07913,2.09832,86.50586,0.0,0.0,0.0
18,0.0,0.0,0.0,47.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.35097,25.18382,63.53591,20.83333,16.96969,0.0,50.89285,64.75895,64.75895,35.42857,45.0,23.75,12.52994,25.86206,57.90419,0.0,0.0,0.0,0.0,61.15107,58.49056,0.0,4.11409,10.20296,0.0,0.0,0.0,42.85714,41.37931,0.0,0.0,0.0,0.0,0.79681,3.45285,16.0,55.13733,54.52695,47.4059,58.46153,30.59701,26.1194,45.45454,58.59213,66.66666,38.09523,53.33333,100.0,0.0,0.0,19.77358,0.0,7.52688,9.67741,84.41558,36.36363,39.64757,29.68568,17.92782,48.70858,66.53481,55.0041,55.73874,66.53481,55.0041,55.73874,22.74096,48.92857,35.69023,2.90697,34.88372,0.96899,22.74096,48.92857,35.69023,52.5862,43.96135,82.26299,1.43884,2.69784,100.0,0.0,0.0,0.0
19,0.0,0.0,0.0,57.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.46796,29.04411,48.80294,33.33333,24.84848,0.0,55.71428,68.36813,68.36813,100.0,39.0,42.08333,12.3862,25.21551,53.53293,0.0,0.0,0.0,0.0,77.69784,79.24528,0.75987,8.44761,13.54909,0.0,0.0,13.88888,24.67532,24.13793,0.0,0.0,0.0,0.0,1.06241,5.04648,23.5862,68.51475,47.55849,52.54323,44.10256,26.1194,30.97014,49.80237,47.82608,69.84126,28.57142,33.33333,0.0,0.0,0.0,56.0,7.52688,0.0,6.45161,81.81818,49.35064,55.06607,21.47846,19.32479,78.21549,60.20569,45.20098,55.48509,60.20569,45.20098,55.48509,19.87951,53.57142,33.33333,13.37209,42.63565,1.74418,19.87951,53.57142,33.33333,22.41379,57.00483,88.07339,2.03836,18.82494,69.36114,0.0,0.0,0.0
20,0.0,0.0,0.0,40.0,12.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.15041,40.07352,65.56169,100.0,25.45454,0.0,43.92857,100.0,100.0,67.71428,42.0,32.5,13.99137,33.18965,54.73053,0.0,0.0,0.0,0.0,69.06474,50.0,3.49544,4.77235,15.13987,0.0,0.0,16.66666,25.97402,17.24137,0.0,75.0,0.0,0.0,0.0,4.24966,17.7931,58.4944,41.25127,61.19023,61.02564,30.97014,23.50746,50.59288,71.42857,74.60317,28.57142,33.33333,0.0,1.09208,0.0,46.26415,0.0,0.0,7.52688,32.46753,64.93506,51.54185,20.37252,20.43073,65.40568,57.27848,48.72846,53.23398,57.27848,48.72846,53.23398,24.39759,43.21428,36.36363,20.73643,45.93023,0.96899,24.39759,43.21428,36.36363,13.7931,33.81642,100.0,1.43884,26.97841,73.72881,0.0,0.0,0.0
21,0.0,0.0,0.0,62.5,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86072,34.55882,45.85635,33.33333,28.48484,0.0,41.42857,74.50373,74.50373,49.71428,33.0,58.75,14.87781,26.72413,48.20359,0.0,57.14285,0.0,0.0,75.53956,52.83018,11.8541,5.86944,100.0,0.0,26.47058,16.66666,7.7922,27.5862,0.0,0.0,0.0,0.0,0.0,2.25763,11.86206,55.34079,41.09867,54.52695,35.38461,23.50746,29.85074,58.10276,69.77225,69.31216,23.80952,60.0,0.0,0.44273,0.0,47.24528,0.0,30.10752,0.0,44.15584,76.62337,37.88546,20.54714,21.53667,53.0133,60.16613,50.30762,58.90932,60.16613,50.30762,58.90932,18.37349,41.07142,42.08754,12.2093,61.04651,1.35658,18.37349,41.07142,42.08754,13.7931,42.99516,97.55351,1.55875,31.05515,83.70273,0.0,0.0,0.0
22,0.0,0.0,0.0,75.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.47075,100.0,51.01289,0.0,16.96969,0.0,47.14285,62.61923,62.61923,39.42857,30.0,26.25,12.57786,30.06465,55.56886,0.0,100.0,0.0,10.0,56.83453,57.54716,11.70212,6.91168,23.36807,26.47058,100.0,16.66666,16.88311,41.37931,0.0,0.0,0.0,0.0,1.19521,3.98406,8.96551,58.39267,43.43845,47.55849,37.43589,29.85074,46.64179,64.03162,65.8385,60.84656,42.85714,93.33333,50.0,0.70838,1.09208,48.15094,30.10752,100.0,0.0,20.77922,100.0,44.05286,23.92316,82.13038,55.46569,54.46993,42.1657,68.67469,54.46993,42.1657,68.67469,18.9759,55.0,25.75757,6.39534,44.96124,1.35658,18.9759,55.0,25.75757,62.06896,42.02898,61.16207,3.95683,31.77458,28.94393,0.0,0.0,0.0
23,0.0,0.0,71.42857,67.5,12.5,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7883,44.85294,48.06629,20.83333,22.42424,0.0,46.07142,52.79711,52.79711,57.14285,43.0,46.66666,13.96741,34.59051,56.40718,0.0,71.42857,0.0,0.0,62.58992,62.26415,5.6231,6.41799,23.97147,100.0,26.47058,25.0,38.96103,27.5862,0.0,0.0,0.0,0.0,0.0,4.91367,7.86206,34.79145,48.9827,41.25127,34.35897,46.64179,50.0,53.35968,69.35817,68.78306,47.61904,73.33333,0.0,0.97402,0.44273,47.66037,100.0,34.4086,7.52688,67.53246,85.71428,45.81497,23.22467,42.54947,50.82181,52.72943,38.47415,72.51109,52.72943,38.47415,72.51109,18.22289,48.57142,15.48821,10.07751,48.25581,1.93798,18.22289,48.57142,15.48821,44.82758,34.7826,38.53211,2.15827,67.8657,22.68578,0.0,0.0,0.0
24,0.0,0.0,0.0,100.0,25.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.31754,38.78676,40.69981,33.33333,27.27272,0.0,41.25,47.1771,47.1771,61.71428,48.0,29.16666,11.97891,42.13362,45.20958,0.0,0.0,0.0,0.0,58.9928,53.77358,4.10334,7.29566,19.47339,26.47058,23.52941,13.88888,33.76623,44.82758,0.0,0.0,0.0,0.0,3.32005,2.78884,6.89655,39.31841,39.26754,41.09867,43.58974,50.0,42.16417,53.75494,51.13871,60.31746,33.33333,86.66666,60.0,4.634,0.70838,43.13207,34.4086,18.27956,7.52688,46.75324,62.33766,32.15859,22.93364,33.41094,45.60396,60.52215,35.56193,58.30691,60.52215,35.56193,58.30691,21.08433,43.57142,20.03367,13.37209,47.09302,2.90697,21.08433,43.57142,20.03367,27.5862,26.08695,47.40061,2.09832,100.0,21.18644,0.0,0.0,0.0
25,0.0,0.0,0.0,65.0,45.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.44568,35.47794,49.17127,0.0,18.18181,0.0,43.39285,46.37793,46.37793,63.42857,24.0,36.66666,30.66602,38.25431,50.17964,0.0,0.0,0.0,0.0,53.95683,39.62264,3.34346,5.65002,15.63357,23.52941,20.58823,0.0,37.66233,41.37931,0.0,0.0,0.0,0.0,1.46082,3.71845,17.37931,34.33367,39.52187,43.43845,34.35897,42.16417,62.68656,59.28853,59.00621,58.73015,33.33333,40.0,0.0,5.28335,0.97402,46.37735,18.27956,6.45161,0.0,35.06493,89.61038,38.76651,25.90221,34.10942,53.14375,59.53322,37.65381,53.01204,59.53322,37.65381,53.01204,14.75903,70.35714,19.36026,11.04651,76.55038,13.37209,14.75903,70.35714,19.36026,30.17241,28.01932,37.30886,2.69784,82.55395,18.57887,0.0,0.0,0.0
26,0.0,0.0,0.0,50.0,47.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.61002,34.92647,43.09392,0.0,10.30303,0.0,50.71428,42.25315,42.25315,68.57142,25.0,36.25,22.0412,46.01293,42.75449,0.0,0.0,0.0,8.75,61.15107,52.83018,3.49544,5.75973,15.19473,20.58823,35.29411,0.0,12.98701,20.68965,0.0,0.0,0.0,0.0,2.92164,7.30411,18.06896,35.60528,35.80874,48.9827,66.66666,62.68656,65.67164,58.49802,61.0766,77.77777,23.80952,73.33333,0.0,6.93624,4.634,28.26415,6.45161,5.37634,0.0,41.55844,40.25974,41.40969,25.78579,29.22002,62.01408,66.13924,45.9598,56.94356,66.13924,45.9598,56.94356,15.21084,80.0,10.60606,13.56589,65.89147,20.73643,15.21084,80.0,10.60606,50.0,38.64734,75.22935,18.82494,70.14388,24.51108,0.0,0.0,0.0
27,0.0,0.0,0.0,50.0,47.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.9415,41.72794,50.64456,0.0,24.24242,0.0,49.64285,42.89765,42.89765,48.28571,30.0,33.33333,21.75371,39.00862,69.88023,35.71428,0.0,0.0,11.25,51.07913,42.45283,2.88753,5.10148,13.43938,35.29411,29.41176,13.88888,36.36363,0.0,0.0,0.0,0.0,0.0,2.65604,8.49933,13.10344,35.35096,46.69379,39.26754,47.17948,65.67164,72.76119,65.61264,62.93995,76.19047,47.61904,0.0,50.0,10.38961,5.28335,24.98113,5.37634,0.0,0.0,35.06493,38.96103,37.0044,19.90686,29.33643,54.10905,77.76898,33.69565,73.77932,77.76898,33.69565,73.77932,15.96385,78.57142,10.26936,17.82945,75.58139,12.2093,15.96385,78.57142,10.26936,62.06896,42.99516,48.31804,26.97841,52.87769,19.10039,0.0,0.0,0.0
28,0.0,0.0,0.0,37.5,57.5,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.47353,42.09558,78.08471,20.83333,19.39393,0.0,46.60714,45.47563,45.47563,48.0,32.0,100.0,22.42453,46.3362,48.38323,0.0,35.71428,0.0,0.0,71.22302,54.71698,17.62917,4.66264,12.12287,29.41176,0.0,0.0,24.67532,24.13793,0.0,0.0,0.0,0.0,3.05444,9.96015,10.34482,34.4354,99.64394,39.52187,31.79487,72.76119,60.44776,68.37944,56.52173,70.37037,0.0,0.0,0.0,16.29279,6.93624,20.83018,0.0,5.37634,5.37634,28.57142,84.41558,28.63436,22.29336,29.68568,42.42108,76.70094,34.86464,64.20418,76.70094,34.86464,64.20418,30.72289,76.42857,10.26936,16.08527,86.04651,6.39534,30.72289,76.42857,10.26936,50.0,40.09661,23.5474,31.05515,47.66187,19.88265,0.0,0.0,0.0
29,0.0,0.0,0.0,50.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.94428,36.7647,61.69429,0.0,13.33333,0.0,45.89285,49.88399,49.88399,39.71428,51.0,52.5,19.81312,44.18103,55.1497,0.0,0.0,0.0,0.0,85.61151,48.1132,25.22796,13.38453,10.80636,0.0,23.52941,0.0,27.27272,34.48275,41.66666,0.0,0.0,0.0,1.06241,9.29614,5.37931,31.23092,100.0,35.80874,36.92307,60.44776,54.47761,69.16996,58.38509,57.67195,52.38095,53.33333,0.0,15.99763,10.38961,18.86792,5.37634,0.0,0.0,40.25974,81.81818,34.36123,22.52619,21.47846,41.11661,78.00632,28.87612,78.5986,78.00632,28.87612,78.5986,41.71686,51.07142,12.79461,15.31007,67.44186,10.07751,41.71686,51.07142,12.79461,66.37931,47.34299,41.89602,31.77458,44.18465,17.86179,0.0,0.0,0.0
30,0.0,0.0,0.0,27.5,62.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.62395,39.15441,55.8011,0.0,20.60606,0.0,57.67857,43.7226,43.7226,39.42857,67.0,45.83333,18.20795,100.0,59.64071,35.71428,0.0,0.0,12.5,53.23741,59.43396,21.73252,11.73889,10.42238,23.52941,47.05882,0.0,22.07792,17.24137,0.0,75.0,0.0,0.0,1.46082,10.22576,4.41379,75.48321,88.65717,46.69379,48.71794,54.47761,51.1194,69.56521,52.17391,55.55555,23.80952,0.0,0.0,76.8595,16.29279,20.83018,0.0,15.05376,0.0,41.55844,32.46753,35.24229,40.80325,20.37252,45.05609,84.57278,26.33305,83.38617,84.57278,26.33305,83.38617,43.9759,43.21428,12.96296,16.86046,62.4031,13.37209,43.9759,43.21428,12.96296,53.44827,41.0628,45.56574,67.8657,43.40527,12.58148,0.0,0.0,0.0
