,캔메이크 시크릿 뷰티 파우더_0,캔메이크 시크릿 뷰티 파우더_1,캔메이크 시크릿 뷰티 파우더_2,어퓨 미네랄     HD 파우더_0,어퓨 미네랄     HD 파우더_1,어퓨 미네랄     HD 파우더_2,더샘 샘물 퍼펙트 포어 팩트_0,더샘 샘물 퍼펙트 포어 팩트_1,더샘 샘물 퍼펙트 포어 팩트_2,시드물 닥터트럽 피지제로 센텔라파우더_0,시드물 닥터트럽 피지제로 센텔라파우더_1,시드물 닥터트럽 피지제로 센텔라파우더_2,지방시 뷰티 프리즘 리브르_0,지방시 뷰티 프리즘 리브르_1,지방시 뷰티 프리즘 리브르_2,로라메르시에 미네랄 파우더  SPF   _0,로라메르시에 미네랄 파우더  SPF   _1,로라메르시에 미네랄 파우더  SPF   _2,에스쁘아 퍼펙트 오일 컨트롤 프레스드 파우더_0,에스쁘아 퍼펙트 오일 컨트롤 프레스드 파우더_1,에스쁘아 퍼펙트 오일 컨트롤 프레스드 파우더_2,마죠리카 마죠르카 프레스트 포어 커버_0,마죠리카 마죠르카 프레스트 포어 커버_1,마죠리카 마죠르카 프레스트 포어 커버_2,미샤 세범 컷 파우더 팩트_0,미샤 세범 컷 파우더 팩트_1,미샤 세범 컷 파우더 팩트_2,미팩토리 뿌숭뿌숭 파우더 팩트_0,미팩토리 뿌숭뿌숭 파우더 팩트_1,미팩토리 뿌숭뿌숭 파우더 팩트_2,나스 소프트 매트 컴플리트 컨실러_0,나스 소프트 매트 컴플리트 컨실러_1,나스 소프트 매트 컴플리트 컨실러_2,나스 래디언트 크리미 컨실러_0,나스 래디언트 크리미 컨실러_1,나스 래디언트 크리미 컨실러_2,맥 스튜디오 컨실러 앤 코렉트 팔레트_0,맥 스튜디오 컨실러 앤 코렉트 팔레트_1,맥 스튜디오 컨실러 앤 코렉트 팔레트_2,페리페라 더블 롱 웨어 커버 컨실러_0,페리페라 더블 롱 웨어 커버 컨실러_1,페리페라 더블 롱 웨어 커버 컨실러_2,웨이크메이크 디파이닝 커버 컨실러_0,웨이크메이크 디파이닝 커버 컨실러_1,웨이크메이크 디파이닝 커버 컨실러_2,에스티 로더 더블웨어 플로리스 컨실러_0,에스티 로더 더블웨어 플로리스 컨실러_1,에스티 로더 더블웨어 플로리스 컨실러_2,홀리카홀리카 하드커버 리퀴드 컨실러  SPF   PA   _0,홀리카홀리카 하드커버 리퀴드 컨실러  SPF   PA   _1,홀리카홀리카 하드커버 리퀴드 컨실러  SPF   PA   _2,클리오 킬 커버 에어리핏 컨실러_0,클리오 킬 커버 에어리핏 컨실러_1,클리오 킬 커버 에어리핏 컨실러_2,더샘 더마 웨어 컨실러  SPF   PA   _0,더샘 더마 웨어 컨실러  SPF   PA   _1,더샘 더마 웨어 컨실러  SPF   PA   _2,에스쁘아 테이핑 컨실러 롱웨어_0,에스쁘아 테이핑 컨실러 롱웨어_1,에스쁘아 테이핑 컨실러 롱웨어_2,메이크업포에버 풀 커버_0,메이크업포에버 풀 커버_1,메이크업포에버 풀 커버_2,이니스프리 마이 컨실러  다크서클 커버 _0,이니스프리 마이 컨실러  다크서클 커버 _1,이니스프리 마이 컨실러  다크서클 커버 _2,나스 스틱 컨실러_0,나스 스틱 컨실러_1,나스 스틱 컨실러_2,로라메르시에 시크릿 카뮤플라지_0,로라메르시에 시크릿 카뮤플라지_1,로라메르시에 시크릿 카뮤플라지_2,맥 프로 롱웨어 컨실러_0,맥 프로 롱웨어 컨실러_1,맥 프로 롱웨어 컨실러_2,이니스프리 마이 컨실러  와이드 커버 _0,이니스프리 마이 컨실러  와이드 커버 _1,이니스프리 마이 컨실러  와이드 커버 _2,더샘 스튜디오 컨실러  SPF    PA   _0,더샘 스튜디오 컨실러  SPF    PA   _1,더샘 스튜디오 컨실러  SPF    PA   _2,바비브라운 인스턴트 풀커버 컨실러_0,바비브라운 인스턴트 풀커버 컨실러_1,바비브라운 인스턴트 풀커버 컨실러_2,마루빌츠 케머플라지 크림_0,마루빌츠 케머플라지 크림_1,마루빌츠 케머플라지 크림_2,삐아 라스트 컨실러_0,삐아 라스트 컨실러_1,삐아 라스트 컨실러_2,에뛰드 글로우 온 베이스  오일볼륨 _0,에뛰드 글로우 온 베이스  오일볼륨 _1,에뛰드 글로우 온 베이스  오일볼륨 _2,이니스프리 심플라벨 틴티드 모이스처라이저  SPF    PA    _0,이니스프리 심플라벨 틴티드 모이스처라이저  SPF    PA    _1,이니스프리 심플라벨 틴티드 모이스처라이저  SPF    PA    _2,나스 래디언스 프라이머  SPF   PA    _0,나스 래디언스 프라이머  SPF   PA    _1,나스 래디언스 프라이머  SPF   PA    _2,에뛰드 글로우 온 베이스  하이드라 _0,에뛰드 글로우 온 베이스  하이드라 _1,에뛰드 글로우 온 베이스  하이드라 _2,입생로랑 뚜쉬 에끌라 블러 프라이머_0,입생로랑 뚜쉬 에끌라 블러 프라이머_1,입생로랑 뚜쉬 에끌라 블러 프라이머_2,더샘 쓰리 엣지 글로우 베이스_0,더샘 쓰리 엣지 글로우 베이스_1,더샘 쓰리 엣지 글로우 베이스_2,겔랑 로르 래디언스 베이스_0,겔랑 로르 래디언스 베이스_1,겔랑 로르 래디언스 베이스_2,코드글로컬러 M  하이드로 프라이머_0,코드글로컬러 M  하이드로 프라이머_1,코드글로컬러 M  하이드로 프라이머_2,에뛰드 피지쏙 포어 프라이머_0,에뛰드 피지쏙 포어 프라이머_1,에뛰드 피지쏙 포어 프라이머_2,미샤 글로우 스킨밤_0,미샤 글로우 스킨밤_1,미샤 글로우 스킨밤_2
10,1.38339,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,6.56565,10.67961,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.66666,68.75,73.39449,0.0,0.0,0.0,100.0,0.0,0.0,23.07692,71.69811,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,52.63157,74.48275,40.68965,0.0,0.0,0.0,0.0,0.0,0.0,51.6129,59.25925,23.10606,0.0,0.0,0.0,0.0,0.0,37.5,58.82352,0.0,66.66666,56.0,25.92592,21.21212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,40.0,72.41379,12.54901,19.14893,14.89361,0.0,0.0,0.0,0.0,0.0,0.0,14.70588,4.54545,41.30434,50.0,0.0,0.0,0.0,93.33333,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97704,16.54906,26.3777
11,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,38.46153,0.0,4.54545,4.85436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,51.93798,81.25,60.55045,0.0,0.0,0.0,68.42105,0.0,0.0,36.53846,71.69811,53.57142,0.0,0.0,0.0,0.0,0.0,0.0,51.31578,26.89655,23.44827,0.0,0.0,0.0,0.0,21.42857,0.0,45.16129,37.03703,27.65151,0.0,0.0,0.0,0.0,35.71428,43.75,56.86274,0.0,69.04761,68.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,44.82758,7.05882,21.27659,36.17021,0.0,0.0,0.0,0.0,0.0,0.0,17.64705,6.36363,63.04347,100.0,0.0,0.0,0.0,60.0,0.0,0.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.96421,15.84348,32.94117
12,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,4.54545,5.82524,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,55.03875,64.0625,65.13761,0.0,0.0,0.0,0.0,0.0,0.0,36.53846,33.96226,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,46.05263,8.96551,22.06896,0.0,0.0,0.0,0.0,28.57142,0.0,61.29032,44.44444,19.69696,0.0,0.0,0.0,0.0,0.0,31.25,33.33333,0.0,21.42857,60.0,25.92592,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,31.03448,20.39215,21.27659,51.06382,0.0,0.0,0.0,0.0,0.0,0.0,20.58823,8.18181,34.7826,35.71428,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.74881,18.92238,25.32507
13,0.0,54.54545,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,19.23076,100.0,6.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.54263,45.3125,55.9633,0.0,0.0,0.0,47.36842,0.0,44.44444,25.0,35.84905,82.14285,0.0,0.0,0.0,0.0,0.0,0.0,42.10526,12.41379,25.51724,0.0,0.0,0.0,0.0,42.85714,0.0,61.29032,37.03703,20.07575,0.0,0.0,0.0,0.0,64.28571,50.0,31.37254,0.0,16.66666,52.0,0.0,30.30303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,45.0,27.5862,20.78431,12.76595,44.68085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36363,50.0,0.0,75.0,100.0,33.33333,53.33333,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67116,30.46824,29.04024
14,0.0,72.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,26.92307,50.0,7.0707,35.92233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.16279,50.0,44.95412,0.0,0.0,0.0,0.0,100.0,33.33333,44.23076,37.73584,30.35714,0.0,0.0,0.0,0.0,0.0,0.0,32.89473,18.62068,48.27586,0.0,0.0,0.0,0.0,42.85714,88.88888,54.8387,33.33333,18.93939,0.0,0.0,0.0,0.0,35.71428,0.0,39.21568,30.95238,16.66666,20.0,22.22222,24.24242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,41.37931,14.90196,19.14893,31.91489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.72727,43.47826,64.28571,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14285,0.0,27.61647,19.11481,57.95665
15,0.0,40.90909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.30303,54.36893,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,75.19379,51.5625,33.02752,0.0,0.0,0.0,26.31578,68.42105,100.0,25.0,67.92452,28.57142,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,27.5862,61.37931,0.0,0.0,0.0,0.0,100.0,0.0,48.38709,25.92592,19.31818,0.0,0.0,0.0,0.0,0.0,37.5,64.70588,11.90476,0.0,36.0,0.0,24.24242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,65.0,17.24137,13.33333,38.29787,23.40425,0.0,0.0,0.0,0.0,0.0,0.0,32.35294,16.36363,21.73913,50.0,0.0,0.0,0.0,0.0,44.44444,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.88993,15.1379,44.89164
16,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15151,41.74757,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,63.56589,59.375,83.48623,0.0,0.0,0.0,0.0,0.0,0.0,36.53846,43.39622,55.35714,0.0,0.0,0.0,0.0,0.0,0.0,32.89473,15.17241,66.89655,0.0,0.0,0.0,0.0,21.42857,0.0,35.48387,0.0,17.42424,0.0,0.0,0.0,100.0,42.85714,0.0,31.37254,11.90476,14.28571,68.0,22.22222,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,90.90909,75.0,17.24137,11.7647,51.06382,42.55319,0.0,0.0,0.0,0.0,0.0,0.0,20.58823,15.45454,71.73913,50.0,62.5,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.81566,17.76779,91.7647
17,0.0,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,6.0606,36.8932,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,57.36434,50.0,66.97247,0.0,0.0,0.0,26.31578,47.36842,0.0,34.61538,49.0566,39.28571,0.0,0.0,0.0,0.0,0.0,0.0,46.05263,22.75862,42.06896,0.0,0.0,0.0,0.0,28.57142,0.0,51.6129,18.51851,14.01515,0.0,0.0,0.0,46.15384,50.0,43.75,52.94117,11.90476,28.57142,88.0,33.33333,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,11.37254,23.40425,23.40425,0.0,0.0,0.0,0.0,0.0,0.0,20.58823,19.0909,80.43478,71.42857,0.0,0.0,0.0,53.33333,27.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.14382,39.96151,77.58513
18,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.28155,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,72.09302,67.1875,90.82568,0.0,0.0,0.0,42.10526,0.0,33.33333,46.15384,58.49056,41.07142,0.0,0.0,0.0,0.0,0.0,0.0,61.8421,24.13793,53.7931,0.0,0.0,0.0,0.0,0.0,0.0,25.80645,48.14814,25.37878,0.0,0.0,0.0,0.0,42.85714,50.0,27.45098,23.80952,0.0,100.0,40.74074,60.60606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,0.0,17.24137,14.5098,21.27659,14.89361,0.0,0.0,0.0,0.0,0.0,0.0,20.58823,21.81818,80.43478,57.14285,62.5,0.0,0.0,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.28571,0.0,23.7002,37.97305,62.47678
19,0.0,22.72727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,1.51515,37.86407,0.0,0.0,92.85714,0.0,0.0,0.0,0.0,0.0,0.0,68.99224,67.1875,66.97247,0.0,0.0,0.0,26.31578,26.31578,0.0,44.23076,54.71698,32.14285,0.0,0.0,0.0,0.0,0.0,0.0,73.68421,16.55172,74.48275,0.0,0.0,0.0,0.0,25.0,0.0,35.48387,22.22222,23.48484,0.0,0.0,0.0,46.15384,64.28571,0.0,37.2549,26.19047,0.0,72.0,40.74074,39.39393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,17.2549,34.04255,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63636,63.04347,42.85714,0.0,0.0,0.0,0.0,0.0,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,19.44632,33.41885,62.60061
20,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,4.54545,42.71844,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6124,70.3125,70.6422,0.0,0.0,0.0,0.0,0.0,27.77777,32.6923,35.84905,67.85714,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.34482,26.89655,0.0,0.0,0.0,0.0,17.85714,0.0,61.29032,44.44444,15.15151,0.0,0.0,0.0,0.0,35.71428,0.0,29.41176,28.57142,0.0,72.0,22.22222,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,44.82758,89.41176,21.27659,42.55319,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,98.18181,56.52173,64.28571,0.0,0.0,0.0,33.33333,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,0.0,18.09588,44.13085,100.0
21,0.0,54.54545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,5.55555,92.233,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,63.56589,70.3125,57.79816,0.0,0.0,0.0,0.0,26.31578,44.44444,42.30769,54.71698,66.07142,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.20689,8.96551,0.0,0.0,0.0,0.0,0.0,66.66666,22.58064,44.44444,32.19696,0.0,0.0,0.0,0.0,0.0,0.0,68.62745,23.80952,0.0,64.0,0.0,24.24242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,24.13793,26.66666,25.53191,17.02127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.36363,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14285,0.0,18.29844,100.0,67.80185
22,0.0,36.36363,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,73.07692,0.0,10.35353,100.0,0.0,76.92307,0.0,0.0,0.0,0.0,100.0,0.0,0.0,47.28682,65.625,64.22018,0.0,0.0,0.0,0.0,42.10526,33.33333,36.53846,37.73584,100.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42105,61.37931,12.41379,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.22222,23.86363,0.0,0.0,0.0,0.0,50.0,0.0,27.45098,21.42857,19.04761,64.0,25.92592,27.27272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,31.03448,19.21568,14.89361,21.27659,0.0,0.0,0.0,0.0,0.0,0.0,26.47058,22.72727,45.65217,78.57142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6293,54.00898,58.01857
23,0.0,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92307,0.0,15.90909,20.38834,0.0,0.0,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,37.2093,51.5625,62.38532,0.0,0.0,0.0,0.0,26.31578,27.77777,50.0,58.49056,64.28571,0.0,0.0,0.0,0.0,0.0,0.0,56.57894,52.41379,18.62068,0.0,0.0,0.0,0.0,0.0,55.55555,48.38709,48.14814,16.28787,0.0,0.0,0.0,0.0,71.42857,0.0,27.45098,64.28571,0.0,52.0,37.03703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,24.13793,19.60784,21.27659,82.97872,0.0,0.0,0.0,0.0,0.0,0.0,14.70588,27.27272,58.69565,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.79,39.0635,45.63467
24,0.0,31.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,12.62626,18.4466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.71317,59.375,58.71559,0.0,0.0,0.0,0.0,0.0,38.88888,46.15384,66.03773,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,35.52631,61.37931,27.5862,0.0,0.0,0.0,0.0,0.0,0.0,67.74193,40.74074,15.90909,0.0,0.0,0.0,0.0,35.71428,37.5,39.21568,52.38095,28.57142,92.0,100.0,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,54.54545,50.0,20.68965,18.82352,23.40425,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70588,15.45454,60.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.65496,24.69531,38.08049
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.14141,34.95145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.90697,42.1875,83.48623,0.0,0.0,0.0,36.8421,0.0,27.77777,25.0,52.83018,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,32.89473,48.96551,15.17241,0.0,0.0,0.0,0.0,0.0,0.0,38.70967,40.74074,16.28787,0.0,0.0,0.0,0.0,92.85714,31.25,21.56862,42.85714,0.0,52.0,70.37037,45.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.03448,16.47058,12.76595,70.21276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72727,71.73913,0.0,0.0,0.0,0.0,73.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.86968,25.59332,29.34984
26,0.0,63.63636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33333,45.63106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,54.26356,70.3125,87.15596,0.0,0.0,0.0,0.0,0.0,0.0,36.53846,52.83018,69.64285,0.0,0.0,0.0,0.0,0.0,0.0,44.73684,48.27586,22.75862,0.0,0.0,0.0,0.0,0.0,0.0,41.93548,0.0,20.83333,0.0,0.0,0.0,0.0,0.0,0.0,23.52941,11.90476,47.61904,44.0,70.37037,42.42424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5862,53.72549,0.0,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,14.70588,62.72727,50.0,57.14285,62.5,0.0,100.0,86.66666,33.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,0.0,37.87981,21.03912,34.613
27,0.0,27.27272,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,8.83838,23.30097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,40.31007,65.625,72.47706,0.0,0.0,0.0,0.0,0.0,0.0,65.38461,52.83018,75.0,0.0,0.0,0.0,0.0,0.0,0.0,40.78947,79.31034,24.13793,0.0,0.0,0.0,0.0,0.0,0.0,58.06451,18.51851,24.24242,0.0,0.0,0.0,0.0,42.85714,0.0,25.49019,11.90476,45.23809,60.0,29.62962,48.48484,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,30.0,34.48275,100.0,17.02127,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,26.47058,100.0,19.56521,42.85714,0.0,0.0,0.0,46.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28571,0.0,38.41998,22.322,36.78018
28,0.0,59.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076,0.0,9.34343,20.38834,0.0,0.0,35.71428,0.0,0.0,0.0,0.0,0.0,0.0,45.73643,64.0625,60.55045,0.0,0.0,0.0,0.0,0.0,0.0,42.30769,37.73584,76.78571,0.0,0.0,0.0,0.0,0.0,0.0,51.31578,63.44827,16.55172,0.0,0.0,0.0,0.0,0.0,0.0,38.70967,55.55555,27.65151,0.0,0.0,0.0,0.0,42.85714,37.5,39.21568,0.0,66.66666,68.0,51.85185,15.15151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,100.0,0.0,0.0,17.24137,16.47058,48.93617,38.29787,0.0,0.0,0.0,0.0,0.0,0.0,17.64705,44.54545,39.13043,0.0,0.0,0.0,0.0,73.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.28494,21.10327,33.9938
29,0.0,95.45454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.10101,17.47572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.58914,93.75,69.72477,0.0,0.0,0.0,42.10526,36.8421,0.0,59.61538,43.39622,44.64285,0.0,0.0,0.0,0.0,0.0,0.0,30.26315,64.82758,10.34482,0.0,0.0,0.0,0.0,0.0,100.0,38.70967,51.85185,22.72727,0.0,0.0,0.0,0.0,42.85714,0.0,52.94117,26.19047,57.14285,60.0,25.92592,15.15151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,30.0,41.37931,8.23529,14.89361,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,14.70588,48.18181,41.30434,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.11478,17.89608,28.54489
30,17.78656,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62626,8.73786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.4186,71.875,83.48623,0.0,0.0,0.0,31.57894,0.0,33.33333,48.07692,52.83018,46.42857,0.0,0.0,0.0,0.0,0.0,0.0,46.05263,99.31034,26.20689,0.0,0.0,0.0,17.3913,0.0,66.66666,38.70967,0.0,51.13636,0.0,0.0,0.0,0.0,64.28571,0.0,23.52941,30.95238,66.66666,44.0,22.22222,30.30303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,35.0,24.13793,3.52941,36.17021,19.14893,0.0,0.0,0.0,0.0,0.0,0.0,14.70588,32.72727,52.17391,0.0,0.0,0.0,44.44444,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3977,19.05067,63.15789
