,에뛰드 유브이 더블 컷 투명 선 쿠션  SPF    PA     _0,에뛰드 유브이 더블 컷 투명 선 쿠션  SPF    PA     _1,AHC 내추럴 퍼펙션 더블 쉴드 선쿠션  SPF    PA     _0,AHC 내추럴 퍼펙션 더블 쉴드 선쿠션  SPF    PA     _1,식물나라 산소수 톤 업 선 쿠션  SPF    PA    _0,식물나라 산소수 톤 업 선 쿠션  SPF    PA    _1,앤랩 자일리톨 마일드 선쿠션  SPF    PA    _0,앤랩 자일리톨 마일드 선쿠션  SPF    PA    _1,슈레피 피치피치 썬 메쉬 쿠션  SPF    PA     _0,슈레피 피치피치 썬 메쉬 쿠션  SPF    PA     _1,클라뷰 UV 프로텍션 프라이밍 선쿠션  SPF    PA     _0,클라뷰 UV 프로텍션 프라이밍 선쿠션  SPF    PA     _1,드림웍스 쿵푸팬더 순박한 선쿠션  SPF    PA     _0,드림웍스 쿵푸팬더 순박한 선쿠션  SPF    PA     _1,어퓨 파워블록 쿨링 톤업 선쿠션  SPF    PA     _0,어퓨 파워블록 쿨링 톤업 선쿠션  SPF    PA     _1,온더바디 내츄럴 스킨톤 선쿠션  SPF    PA    _0,온더바디 내츄럴 스킨톤 선쿠션  SPF    PA    _1,온더바디 내추럴 노세범 선팩트 어피치  SPF   PA   _0,온더바디 내추럴 노세범 선팩트 어피치  SPF   PA   _1,미샤 플레쉬 업 선 텐션  SPF    PA     _0,미샤 플레쉬 업 선 텐션  SPF    PA     _1,빌리프 올마이티 선 파우더_0,빌리프 올마이티 선 파우더_1,식물나라 산소수 페이스   바디 선 쿠션  SPF    PA     _0,식물나라 산소수 페이스   바디 선 쿠션  SPF    PA     _1,유이라 얼티밋 선 프로텍팅 쿨링 쿠션  SPF    PA    _0,유이라 얼티밋 선 프로텍팅 쿨링 쿠션  SPF    PA    _1,퍼펙트스킨 에코더마 퓨어 선쿠션  SPF    PA     _0,퍼펙트스킨 에코더마 퓨어 선쿠션  SPF    PA     _1,프리메라 스킨 릴리프 데일리 선 쿠션  SPF   PA   _0,프리메라 스킨 릴리프 데일리 선 쿠션  SPF   PA   _1,브링그린 티트리 톤업 선쿠션  SFP   PA     _0,브링그린 티트리 톤업 선쿠션  SFP   PA     _1,숨37˚ 선 어웨이 베이크드 에센스 선  SPF    PA    _0,숨37˚ 선 어웨이 베이크드 에센스 선  SPF    PA    _1,페리페라 순수 우유 선 쿠션  SPF    PA    _0,페리페라 순수 우유 선 쿠션  SPF    PA    _1,홀리카홀리카 마일드 선 쿠션  SPF   PA    _0,홀리카홀리카 마일드 선 쿠션  SPF   PA    _1,미샤 시카딘 센텔라 물스틱 선  SPF    PA     _0,미샤 시카딘 센텔라 물스틱 선  SPF    PA     _1,브링그린 비타민 실키 선스틱  SPF    PA     _0,브링그린 비타민 실키 선스틱  SPF    PA     _1,한율 흰감국 보송 선스틱  SPF    PA     _0,한율 흰감국 보송 선스틱  SPF    PA     _1,AHC 내추럴 퍼펙션 더블 쉴드 선스틱  SPF    PA     _0,AHC 내추럴 퍼펙션 더블 쉴드 선스틱  SPF    PA     _1,네이처리퍼블릭 캘리포니아 알로에 보송 선스틱  SPF    PA     _0,네이처리퍼블릭 캘리포니아 알로에 보송 선스틱  SPF    PA     _1,베리떼 라이트 터치 선스틱  SPF    PA     _0,베리떼 라이트 터치 선스틱  SPF    PA     _1,더프트앤도프트 유브이 퍼펙션 쿨스틱  SPF    PA     _0,더프트앤도프트 유브이 퍼펙션 쿨스틱  SPF    PA     _1,메이크프렘 유브이 디펜스 미 블루 레이 선스틱  SPF    PA     _0,메이크프렘 유브이 디펜스 미 블루 레이 선스틱  SPF    PA     _1,더프트앤도프트 유브이 퍼펙션 선스틱  SPF    PA     _0,더프트앤도프트 유브이 퍼펙션 선스틱  SPF    PA     _1,마몽드 에브리데이 선스틱 카렌듈라  SPF    PA     _0,마몽드 에브리데이 선스틱 카렌듈라  SPF    PA     _1,홀리카홀리카 알로에 워터톡 선스틱  SPF    PA     _0,홀리카홀리카 알로에 워터톡 선스틱  SPF    PA     _1,스킨푸드 선플라워 에어리 선스틱  SPF    PA     _0,스킨푸드 선플라워 에어리 선스틱  SPF    PA     _1,비욘드 오마이 선스틱  SPF    PA     _0,비욘드 오마이 선스틱  SPF    PA     _1,더샘 더마 플랜 센서티브 선스틱  SPF    PA     _0,더샘 더마 플랜 센서티브 선스틱  SPF    PA     _1,CNP 더마 쉴드 선스틱  SPF    PA     _0,CNP 더마 쉴드 선스틱  SPF    PA     _1,포피네 데일리 선 스틱  SPF    PA     _0,포피네 데일리 선 스틱  SPF    PA     _1,더샘 에코 어스 파워 핑크 선 스틱  SPF    PA     _0,더샘 에코 어스 파워 핑크 선 스틱  SPF    PA     _1,아이오페 UV쉴드 선 스틱  SPF    PA     _0,아이오페 UV쉴드 선 스틱  SPF    PA     _1,이니스프리 인텐시브 레져 선스크린 스틱  SPF    PA     _0,이니스프리 인텐시브 레져 선스크린 스틱  SPF    PA     _1,시세이도 클리어 스틱 UV 프로텍터  SPF    PA     _0,시세이도 클리어 스틱 UV 프로텍터  SPF    PA     _1
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
