,나스 새틴 립 펜슬_0,나스 새틴 립 펜슬_1,나스 새틴 립 펜슬_2,나스 벨벳 매트 립 펜슬_0,나스 벨벳 매트 립 펜슬_1,나스 벨벳 매트 립 펜슬_2,메이크업포에버 아티스트 립 블러쉬_0,메이크업포에버 아티스트 립 블러쉬_1,메이크업포에버 아티스트 립 블러쉬_2,더페이스샵 크리미 터치 립라이너_0,더페이스샵 크리미 터치 립라이너_1,더페이스샵 크리미 터치 립라이너_2,맥 페이턴트폴리쉬 립 펜슬_0,맥 페이턴트폴리쉬 립 펜슬_1,맥 페이턴트폴리쉬 립 펜슬_2,마몽드 크리미 틴트 컬러 밤 인텐스_0,마몽드 크리미 틴트 컬러 밤 인텐스_1,마몽드 크리미 틴트 컬러 밤 인텐스_2,맥 립 펜슬_0,맥 립 펜슬_1,맥 립 펜슬_2,마몽드 크리미 틴트 컬러밤 글라이드_0,마몽드 크리미 틴트 컬러밤 글라이드_1,마몽드 크리미 틴트 컬러밤 글라이드_2,웨이크메이크 철벽 컬러 립 초크_0,웨이크메이크 철벽 컬러 립 초크_1,웨이크메이크 철벽 컬러 립 초크_2,더페이스샵 플랫 벨벳 스틱_0,더페이스샵 플랫 벨벳 스틱_1,더페이스샵 플랫 벨벳 스틱_2,레브론 컬러버스트 매트밤_0,레브론 컬러버스트 매트밤_1,레브론 컬러버스트 매트밤_2,에뛰드 소프트 터치 오토 립 라이너 AD_0,에뛰드 소프트 터치 오토 립 라이너 AD_1,에뛰드 소프트 터치 오토 립 라이너 AD_2,어퓨 컬러 립 펜슬  매트 _0,어퓨 컬러 립 펜슬  매트 _1,어퓨 컬러 립 펜슬  매트 _2,미샤 립펜슬 이탈프리즘   매트_0,미샤 립펜슬 이탈프리즘   매트_1,미샤 립펜슬 이탈프리즘   매트_2,마몽드 크리미 틴트 컬러 밤 라이트_0,마몽드 크리미 틴트 컬러 밤 라이트_1,마몽드 크리미 틴트 컬러 밤 라이트_2,부르조아 써니스틱_0,부르조아 써니스틱_1,부르조아 써니스틱_2,미샤 립펜슬 이탈프리즘   멜티_0,미샤 립펜슬 이탈프리즘   멜티_1,미샤 립펜슬 이탈프리즘   멜티_2,스킨푸드 비타 컬러 딜리셔스 스트로 벨벳 _0,스킨푸드 비타 컬러 딜리셔스 스트로 벨벳 _1,스킨푸드 비타 컬러 딜리셔스 스트로 벨벳 _2,더샘 샘물 스머지 립 크레용_0,더샘 샘물 스머지 립 크레용_1,더샘 샘물 스머지 립 크레용_2,손앤박 립 크레용_0,손앤박 립 크레용_1,손앤박 립 크레용_2,롬앤 글래스팅 워터 글로스_0,롬앤 글래스팅 워터 글로스_1,롬앤 글래스팅 워터 글로스_2,RMK 립 젤리 글로스_0,RMK 립 젤리 글로스_1,RMK 립 젤리 글로스_2,롬앤 립매터_0,롬앤 립매터_1,롬앤 립매터_2,에뛰드 앵두알 촉촉 립 글로우_0,에뛰드 앵두알 촉촉 립 글로우_1,에뛰드 앵두알 촉촉 립 글로우_2,더샘 샘물 세럼 립글로스_0,더샘 샘물 세럼 립글로스_1,더샘 샘물 세럼 립글로스_2,나스 립 글로스_0,나스 립 글로스_1,나스 립 글로스_2,샤넬 루쥬 코코 글로스_0,샤넬 루쥬 코코 글로스_1,샤넬 루쥬 코코 글로스_2,디올 어딕트 립 맥시마이저_0,디올 어딕트 립 맥시마이저_1,디올 어딕트 립 맥시마이저_2,에센스 샤인 샤인 샤인 립글로스_0,에센스 샤인 샤인 샤인 립글로스_1,에센스 샤인 샤인 샤인 립글로스_2,맥 크림쉰 글라스_0,맥 크림쉰 글라스_1,맥 크림쉰 글라스_2,랑콤 압솔뤼 글로스 크림_0,랑콤 압솔뤼 글로스 크림_1,랑콤 압솔뤼 글로스 크림_2,홀리카홀리카 멀티 글로이 부스터_0,홀리카홀리카 멀티 글로이 부스터_1,홀리카홀리카 멀티 글로이 부스터_2,에스티 로더 퓨어 칼라 엔비 립 글로스_0,에스티 로더 퓨어 칼라 엔비 립 글로스_1,에스티 로더 퓨어 칼라 엔비 립 글로스_2,스틸라 뷰티 보스 립 글로스_0,스틸라 뷰티 보스 립 글로스_1,스틸라 뷰티 보스 립 글로스_2,디올 어딕트 울트라 글로스_0,디올 어딕트 울트라 글로스_1,디올 어딕트 울트라 글로스_2,어퓨 와사비야 립 플럼퍼_0,어퓨 와사비야 립 플럼퍼_1,어퓨 와사비야 립 플럼퍼_2,에뛰드 플럼핑 펄 시럽_0,에뛰드 플럼핑 펄 시럽_1,에뛰드 플럼핑 펄 시럽_2,미샤 펄 인 러브 글로스_0,미샤 펄 인 러브 글로스_1,미샤 펄 인 러브 글로스_2,듀왑 립 베놈 시리즈_0,듀왑 립 베놈 시리즈_1,듀왑 립 베놈 시리즈_2,디올 어딕트 립 글로스_0,디올 어딕트 립 글로스_1,디올 어딕트 립 글로스_2
10,3.24675,41.86046,84.0,43.18181,48.34123,73.90243,43.71257,48.69565,47.22838,75.0,0.0,0.0,0.0,0.0,0.0,18.0608,30.41871,5.69411,21.92982,56.96202,30.37974,0.0,6.19335,14.41176,0.0,41.43356,3.36257,0.43768,42.8,0.0,34.0909,34.0909,0.0,0.0,0.0,0.0,0.0,7.46268,63.88888,0.0,0.0,0.0,8.08157,3.47432,48.78048,44.18604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.8403,64.51612,70.45454,0.0,0.0,35.76642,37.87878,64.70588,11.06557,58.18181,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,29.13907,63.88888,38.75,0.0,97.70431,50.0,88.97058,16.17647,35.48387,0.0,0.0,0.0,0.0,45.45454,0.0,55.55555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.33333,66.66666,89.65517,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.84615,40.0,0.0,0.0,0.0,0.0,38.09523,0.0
11,2.38095,27.90697,68.0,40.90909,44.07582,85.12195,49.85029,47.82608,52.32815,0.0,0.0,0.0,0.0,0.0,0.0,15.83018,30.54187,3.90588,19.29824,36.70886,36.70886,0.0,6.41993,13.52941,0.0,35.83916,4.67836,0.24316,28.39999,0.0,38.63636,34.0909,0.0,0.0,0.0,0.0,0.0,7.46268,100.0,0.0,0.0,0.0,4.83383,7.40181,73.17073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.57414,47.58064,50.0,0.0,0.0,53.40632,40.90909,50.0,6.55737,28.63636,0.0,29.56521,15.625,0.0,0.0,0.0,0.0,0.0,15.23178,50.0,48.75,0.0,100.0,46.15384,80.88235,13.23529,35.48387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41379,58.82352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,42.85714,0.0
12,2.38095,23.25581,64.0,30.11363,33.64928,100.0,70.35928,55.21739,46.11973,0.0,0.0,0.0,0.0,0.0,0.0,13.95934,43.34975,3.10588,23.68421,30.37974,34.17721,0.0,12.83987,15.58823,0.0,36.71328,3.80116,1.31306,13.46666,0.0,18.18181,38.63636,0.0,0.0,0.0,0.0,0.0,6.46766,38.88888,0.0,0.0,0.0,3.47432,4.2296,97.56097,25.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.90494,47.58064,38.63636,0.0,0.0,53.89294,81.81818,55.88235,9.83606,20.45454,0.0,50.43478,15.625,0.0,0.0,0.0,0.0,0.0,13.24503,63.88888,100.0,0.0,82.69054,73.07692,83.08823,20.58823,25.80645,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,0.0,62.06896,94.11764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46153,40.0,0.0,0.0,0.0,0.0,38.09523,83.33333
13,1.7316,39.53488,60.0,18.75,37.44075,63.17073,54.49101,50.0,41.01995,0.0,0.0,100.0,71.42857,0.0,0.0,17.70102,35.83743,3.81176,26.31578,26.58227,45.56962,0.0,6.41993,13.82352,0.0,33.3916,2.33918,0.55927,10.53333,0.85592,47.72727,18.18181,0.0,0.0,0.0,0.0,0.0,12.43781,13.88888,0.0,0.0,0.0,4.30513,3.39879,46.34146,27.90697,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,100.0,0.0,0.0,84.03041,39.51612,68.18181,0.0,0.0,100.0,37.87878,20.58823,5.7377,31.81818,0.0,58.26086,0.0,0.0,0.0,0.0,0.0,0.0,17.88079,58.33333,61.25,0.0,76.62993,34.61538,55.14705,18.38235,29.03225,0.0,0.0,0.0,0.0,0.0,0.0,77.77777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,0.0,48.27586,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,33.33333,0.0
14,2.5974,58.13953,56.0,24.43181,32.70142,65.85365,47.60479,50.0,39.68957,0.0,0.0,0.0,0.0,0.0,0.0,15.03867,35.34482,4.04705,20.17543,45.56962,40.50632,0.0,5.66465,11.17647,0.0,22.02797,5.11695,0.6079,9.73333,0.0,36.36363,47.72727,0.0,0.0,0.0,0.0,0.0,10.44776,0.0,0.0,0.0,0.0,5.51359,3.85196,31.70731,27.90697,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,76.99619,33.06451,88.63636,0.0,0.0,68.85644,57.57575,0.0,8.19672,32.27272,0.0,47.82608,0.0,0.0,0.0,0.0,0.0,0.0,11.25827,80.55555,51.25,0.0,71.21212,53.84615,56.61764,16.91176,29.03225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.38461,0.0,0.0,0.0,68.96551,94.11764,0.0,0.0,0.0,0.0,0.0,46.15384,0.0,0.0,27.5,0.0,0.0,0.0,0.0,85.71428,0.0
15,3.4632,55.81395,56.0,34.65909,37.44075,53.65853,50.2994,56.08695,46.45232,0.0,0.0,0.0,0.0,0.0,0.0,34.93434,56.65024,3.57647,28.94736,56.96202,39.2405,0.0,10.49848,21.7647,3.22033,20.97902,3.21637,0.9848,7.6,0.0,47.72727,36.36363,0.0,0.0,0.0,0.0,0.0,31.34328,33.33333,0.0,0.0,5.37634,11.40483,6.64652,87.80487,39.53488,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,54.54545,0.0,0.0,99.23954,46.77419,52.27272,0.0,0.0,54.50121,68.18181,47.05882,11.88524,31.36363,0.0,25.21739,0.0,0.0,0.0,0.0,0.0,0.0,17.88079,77.77777,66.25,0.22956,73.59963,30.76923,58.82352,19.11764,83.87096,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15384,0.0,52.38095,0.0,86.20689,76.47058,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,57.14285,0.0
16,2.1645,37.2093,68.0,63.63636,28.43601,55.60975,46.85628,100.0,42.35033,0.0,0.0,0.0,0.0,0.0,0.0,27.39701,41.87192,3.95294,30.70175,43.03797,35.44303,0.0,8.15709,17.35294,1.69491,21.67832,4.67836,1.09422,7.2,0.0,15.90909,47.72727,0.0,0.0,0.0,0.0,0.0,42.78606,22.22222,0.0,0.0,15.05376,34.66767,7.85498,51.21951,37.2093,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,45.45454,0.0,0.0,100.0,35.48387,88.63636,0.60827,0.0,53.77128,40.90909,26.47058,10.2459,38.18181,0.0,39.13043,18.75,0.0,0.0,0.0,0.0,0.0,22.51655,72.22222,47.5,0.41322,74.74747,30.76923,58.08823,26.47058,32.25806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61538,30.0,23.80952,33.33333,48.27586,0.0,0.0,0.0,0.0,37.68115,0.0,0.0,0.0,0.0,57.5,0.0,0.0,0.0,0.0,52.38095,0.0
17,2.81385,27.90697,36.0,36.93181,45.49763,63.17073,40.86826,66.95652,52.32815,0.0,0.0,0.0,0.0,0.0,0.0,21.83846,39.53201,5.22352,37.71929,18.98734,30.37974,0.0,7.70392,19.70588,0.0,55.76923,3.80116,1.61702,8.0,0.0,27.27272,15.90909,0.0,0.0,0.0,0.0,0.0,30.34825,19.44444,0.0,0.0,10.75268,20.5438,4.68277,60.9756,11.6279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,0.0,73.76425,33.06451,47.72727,0.0,0.60827,41.24087,42.42424,23.52941,11.88524,39.0909,0.0,41.73913,18.75,0.0,0.0,0.0,0.0,0.0,46.35761,52.77777,77.5,4.08631,67.53902,38.46153,44.85294,30.88235,83.87096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.30769,0.0,23.80952,0.0,68.96551,76.47058,0.0,0.0,0.0,34.7826,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,23.80952,0.0
18,1.2987,30.23255,48.0,18.18181,48.34123,62.92682,47.30538,97.82608,72.83813,87.5,0.0,0.0,0.0,0.0,0.0,26.35366,38.54679,6.72941,32.45614,35.44303,24.05063,0.0,5.66465,17.94117,1.69491,56.993,11.11111,0.93617,17.86666,0.0,56.81818,27.27272,0.0,0.0,0.0,0.0,0.0,36.81592,0.0,0.0,0.0,33.33333,15.78549,5.96676,60.9756,30.23255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.72727,0.0,83.33333,83.26996,29.8387,65.90909,0.0,0.0,42.94403,53.0303,38.23529,15.9836,28.18181,0.0,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,29.13907,88.88888,25.0,3.94857,54.95867,42.30769,57.35294,19.11764,64.51612,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,10.60606,0.0,0.0,0.0,0.0,0.0,9.61538,0.0,42.85714,40.0,48.27586,58.82352,0.0,0.0,0.0,43.47826,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,66.66666,0.0
19,2.1645,32.55813,60.0,17.61363,36.01895,47.80487,38.32335,90.0,65.85365,0.0,0.0,0.0,0.0,0.0,0.0,16.94549,100.0,5.69411,28.07017,64.55696,41.77215,0.0,18.50453,100.0,3.05084,34.26573,24.8538,1.19148,15.06666,0.0,31.81818,56.81818,0.0,0.0,0.0,0.0,0.0,26.36815,30.55555,0.0,0.0,12.90322,16.08761,5.89123,68.29268,48.8372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.68441,62.90322,84.0909,0.85158,0.0,40.14598,100.0,32.35294,11.06557,42.27272,0.0,28.69565,0.0,0.0,0.0,0.0,0.0,0.0,17.21854,52.77777,45.0,2.43342,60.00918,53.84615,62.5,20.58823,22.58064,0.0,0.0,42.85714,0.0,0.0,0.0,0.0,0.0,0.0,10.60606,0.0,0.0,0.0,0.0,0.0,23.07692,0.0,76.19047,66.66666,55.17241,88.23529,0.0,0.0,0.0,39.13043,0.0,0.0,0.0,0.0,82.5,0.0,0.0,0.0,0.0,52.38095,0.0
20,2.81385,39.53488,48.0,18.75,32.22748,50.9756,100.0,65.21739,46.67405,0.0,0.0,0.0,0.0,0.0,0.0,14.57096,73.02955,7.43529,20.17543,79.74683,35.44303,0.0,13.51963,71.7647,7.45762,57.6923,19.00584,1.13069,12.13333,1.28388,15.90909,31.81818,0.0,0.0,0.0,0.0,0.0,34.82587,13.88888,0.0,0.0,11.82795,13.36858,8.53474,63.41463,76.74418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,67.49049,43.54838,54.54545,1.33819,0.85158,37.83454,51.51515,20.58823,9.01639,57.27272,0.0,29.56521,0.0,0.0,0.0,0.0,0.0,0.0,19.20529,80.55555,31.25,1.60697,56.24426,100.0,63.97058,23.52941,16.12903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,21.15384,20.0,0.0,33.33333,41.37931,70.58823,0.0,0.0,0.0,50.72463,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2.5974,67.44186,32.0,26.13636,28.43601,47.56097,83.98203,53.91304,49.33481,100.0,0.0,0.0,0.0,0.0,0.0,14.1932,77.46305,3.85882,41.22807,100.0,44.30379,0.0,9.7432,50.58823,11.69491,45.97902,12.86549,1.50759,9.86666,5.70613,40.90909,15.90909,0.0,0.0,0.0,0.0,0.0,21.89054,0.0,0.0,0.0,12.90322,6.64652,16.31419,92.68292,25.58139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.38403,39.51612,72.72727,2.31143,1.33819,29.56204,51.51515,44.11764,13.52459,43.18181,0.0,30.43478,0.0,0.0,0.0,0.0,0.0,0.0,13.24503,97.22222,26.25,4.31588,47.97979,50.0,75.73529,37.5,29.03225,0.0,0.0,0.0,0.0,0.0,0.0,55.55555,0.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,23.80952,0.0,27.5862,58.82352,0.0,0.0,0.0,81.15942,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,33.33333,0.0
22,1.51515,39.53488,52.0,34.0909,27.01421,51.95121,67.66467,60.0,51.33037,0.0,0.0,0.0,0.0,0.0,0.0,12.64615,66.37931,4.42352,28.07017,92.40506,45.56962,0.0,7.55287,61.17647,8.47457,36.53846,9.35672,0.58358,12.8,5.13552,36.36363,40.90909,0.0,0.0,0.0,0.0,0.0,24.3781,0.0,0.0,0.0,11.82795,8.61027,14.80362,34.14634,20.93023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.70342,62.90322,47.72727,2.67639,2.31143,33.45498,62.12121,85.29411,10.2459,34.54545,0.0,73.04347,0.0,0.0,0.0,0.0,0.0,0.0,10.59602,44.44444,26.25,7.94306,47.88797,65.38461,64.70588,62.5,41.93548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63636,0.0,0.0,0.0,0.0,0.0,9.61538,30.0,0.0,0.0,31.03448,0.0,0.0,0.0,0.0,24.63768,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,42.85714,0.0
23,0.0,44.18604,52.0,15.3409,38.86255,53.17073,64.97005,55.21739,42.1286,0.0,0.0,0.0,0.0,0.0,0.0,11.06314,68.84236,3.48235,28.07017,77.21518,50.63291,0.0,5.8157,57.64705,13.38983,35.31468,9.64912,2.96656,7.6,2.85306,40.90909,36.36363,0.0,0.0,0.0,0.0,0.0,12.43781,0.0,0.0,0.0,0.0,6.04229,15.03021,36.58536,34.88372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.27756,52.41935,65.90909,2.67639,2.67639,45.74209,57.57575,52.94117,9.42622,34.54545,0.0,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,8.60927,47.22222,23.75,5.92286,50.22956,34.61538,36.7647,36.02941,87.09677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,13.63636,0.0,0.0,0.0,0.0,0.0,9.61538,30.0,0.0,0.0,24.13793,35.29411,0.0,0.0,0.0,21.73913,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,47.61904,0.0
24,4.7619,62.79069,20.0,25.0,47.39336,51.95121,47.15568,39.13043,40.79822,0.0,0.0,0.0,100.0,0.0,0.0,10.41554,61.08374,4.94117,23.68421,82.27848,26.58227,0.0,8.76132,57.05882,18.47457,33.3916,7.74853,3.02735,8.26666,15.40656,43.18181,40.90909,0.0,0.0,0.0,0.0,0.0,5.97014,0.0,5.37634,0.0,0.0,5.13595,8.38368,53.65853,39.53488,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,45.45454,0.0,0.0,70.72243,54.03225,68.18181,18.85644,2.67639,39.2944,62.12121,100.0,5.7377,90.45454,0.0,39.13043,0.0,0.0,0.0,0.0,0.0,0.0,17.88079,52.77777,20.0,3.30578,61.38659,0.0,57.35294,66.91176,67.74193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57575,0.0,0.0,0.0,0.0,0.0,28.84615,33.33333,0.0,0.0,51.72413,47.05882,0.0,0.0,0.0,17.3913,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0
25,1.7316,69.76744,36.0,30.68181,100.0,54.63414,40.26946,44.7826,36.69623,0.0,0.0,0.0,0.0,0.0,0.0,19.9856,67.11822,4.28235,37.71929,49.36708,39.2405,0.0,8.15709,59.11764,60.16949,36.01398,6.72514,3.81762,7.06666,6.56205,61.36363,43.18181,0.0,0.0,0.0,0.0,0.0,5.97014,0.0,15.05376,0.0,9.67741,6.49546,8.91238,43.90243,13.95348,0.0,0.0,0.0,0.0,0.0,0.0,91.66666,0.0,0.0,0.0,0.0,54.37262,44.35483,79.54545,22.38442,18.85644,42.70072,50.0,64.70588,10.2459,74.0909,0.0,49.56521,0.0,0.0,0.0,0.0,0.0,0.0,7.94701,100.0,45.0,3.719,57.3921,34.61538,44.85294,56.61764,67.74193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,11.53846,63.33333,28.57142,33.33333,17.24137,47.05882,0.0,0.0,0.0,18.84057,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,23.80952,0.0
26,5.1948,48.8372,80.0,31.81818,41.23222,48.04878,44.61077,52.60869,43.12638,75.0,0.0,0.0,0.0,0.0,0.0,19.67979,55.17241,7.85882,42.10526,54.43037,32.91139,0.0,11.3293,66.47058,31.69491,36.18881,7.89473,4.82674,8.93333,7.13266,54.54545,61.36363,0.0,0.0,0.0,0.0,0.0,11.94029,0.0,10.75268,0.0,0.0,8.6858,11.3293,53.65853,25.58139,0.0,0.0,0.0,0.0,0.0,31.25,75.0,0.0,0.0,0.0,0.0,65.01901,46.77419,75.0,27.00729,22.38442,31.87347,39.39393,26.47058,7.37704,63.18181,0.0,31.30434,21.875,0.0,0.0,0.0,0.0,0.0,9.27152,58.33333,48.75,6.51974,56.70339,46.15384,44.11764,60.29411,51.6129,0.0,0.0,100.0,0.0,45.45454,0.0,0.0,0.0,0.0,36.36363,0.0,0.0,0.0,0.0,0.0,30.76923,60.0,0.0,0.0,44.82758,52.94117,0.0,0.0,0.0,14.49275,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,23.80952,0.0
27,4.11255,62.79069,52.0,25.56818,33.17535,51.95121,44.61077,42.17391,32.3725,0.0,0.0,0.0,0.0,0.0,0.0,20.02158,45.19704,10.02352,32.45614,55.6962,20.25316,0.0,12.68882,22.64705,18.13559,33.04195,10.23391,5.86018,8.4,11.55492,34.0909,54.54545,0.0,0.0,0.0,0.0,0.0,12.93532,13.88888,33.33333,0.0,0.0,12.76435,10.49848,41.46341,32.55813,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,88.78326,41.93548,79.54545,35.76642,27.00729,31.99513,39.39393,82.35294,19.67213,47.27272,0.0,37.3913,0.0,0.0,0.0,100.0,0.0,0.0,9.93377,72.22222,41.25,8.53994,54.45362,50.0,44.11764,38.23529,25.80645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.24242,0.0,0.0,0.0,0.0,0.0,23.07692,26.66666,0.0,40.0,41.37931,0.0,0.0,0.0,0.0,23.1884,100.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,23.80952,0.0
28,4.329,79.06976,56.0,23.29545,27.48815,45.60975,45.50898,27.82608,36.91796,87.5,0.0,0.0,0.0,0.0,0.0,19.08616,44.95073,7.67058,19.29824,53.16455,36.70886,0.0,12.68882,22.05882,22.20338,28.4965,5.40935,7.00303,6.4,12.8388,31.81818,34.0909,0.0,0.0,0.0,0.0,0.0,7.46268,0.0,12.90322,0.0,0.0,9.13897,8.76132,51.21951,16.27906,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.42585,66.12903,86.36363,53.40632,35.76642,26.03406,46.96969,47.05882,24.18032,50.0,10.71428,36.52173,0.0,0.0,0.0,42.85714,0.0,0.0,12.58278,38.88888,55.0,8.0808,50.78053,50.0,21.32352,47.79411,51.6129,0.0,0.0,0.0,0.0,63.63636,0.0,0.0,100.0,0.0,13.63636,0.0,0.0,0.0,0.0,0.0,26.92307,70.0,0.0,0.0,68.96551,41.17647,0.0,0.0,0.0,11.5942,37.68115,69.23076,0.0,0.0,30.0,0.0,0.0,0.0,0.0,38.09523,0.0
29,21.42857,83.72093,40.0,29.54545,42.18009,42.19512,43.56287,29.56521,52.10643,0.0,0.0,0.0,0.0,0.0,0.0,18.76236,38.54679,6.07058,28.07017,54.43037,15.18987,0.0,7.55287,15.29411,23.55932,26.04895,4.38596,6.77203,6.8,18.97289,93.18181,31.81818,0.0,0.0,0.0,0.0,0.0,3.98009,0.0,11.82795,0.0,0.0,5.43806,16.31419,43.90243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,67.49049,34.67741,59.0909,53.89294,53.40632,22.9927,37.87878,61.7647,26.63934,56.36363,30.35714,36.52173,0.0,0.0,0.0,0.0,0.0,71.42857,24.50331,44.44444,55.0,5.14233,47.93388,46.15384,41.17647,40.44117,51.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57575,0.0,0.0,0.0,0.0,0.0,36.53846,60.0,42.85714,0.0,17.24137,0.0,0.0,0.0,0.0,28.9855,34.7826,0.0,24.27184,0.0,27.5,0.0,0.0,0.0,0.0,61.90476,100.0
30,100.0,46.51162,36.0,55.68181,30.33175,44.63414,41.61676,31.30434,40.35476,0.0,100.0,0.0,0.0,0.0,0.0,23.47544,38.66995,6.54117,36.8421,45.56962,43.03797,0.0,8.61027,14.11764,54.06779,26.3986,2.63157,8.52279,8.8,10.9843,38.63636,93.18181,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.90322,0.0,0.0,8.30815,17.3716,39.02439,16.27906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.28136,58.06451,54.54545,100.0,53.89294,25.54744,30.30303,32.35294,62.29508,100.0,67.85714,53.04347,0.0,0.0,0.0,0.0,0.0,0.0,7.94701,77.77777,33.75,10.14692,47.38292,30.76923,48.52941,30.88235,64.51612,0.0,0.0,0.0,0.0,54.54545,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26.92307,83.33333,38.09523,0.0,86.20689,0.0,0.0,0.0,0.0,27.53623,43.47826,0.0,14.88673,76.92307,20.0,0.0,0.0,0.0,0.0,42.85714,0.0
