,네이처리퍼블릭 바이 플라워 립 컨실러_0,네이처리퍼블릭 바이 플라워 립 컨실러_1,네이처리퍼블릭 바이 플라워 립 컨실러_2,포니이펙트 매트 립 부스팅 프라이머_0,포니이펙트 매트 립 부스팅 프라이머_1,포니이펙트 매트 립 부스팅 프라이머_2,더샘 커버 퍼펙션 립 컨실러_0,더샘 커버 퍼펙션 립 컨실러_1,더샘 커버 퍼펙션 립 컨실러_2,토니모리 페이스믹스 프라이머 립 컨실러_0,토니모리 페이스믹스 프라이머 립 컨실러_1,토니모리 페이스믹스 프라이머 립 컨실러_2,라네즈 립프라이머_0,라네즈 립프라이머_1,라네즈 립프라이머_2,겔랑 키스키스 립 리프트_0,겔랑 키스키스 립 리프트_1,겔랑 키스키스 립 리프트_2,에뛰드 미니 투 매치 립스틱  립 컨실러 _0,에뛰드 미니 투 매치 립스틱  립 컨실러 _1,에뛰드 미니 투 매치 립스틱  립 컨실러 _2,이니스프리 톡톡 립 컨실러_0,이니스프리 톡톡 립 컨실러_1,이니스프리 톡톡 립 컨실러_2,케이트 CC 립 프라이머  SPF   PA  _0,케이트 CC 립 프라이머  SPF   PA  _1,케이트 CC 립 프라이머  SPF   PA  _2,케이트 CC 립 프라이머 틴트  SPF   PA  _0,케이트 CC 립 프라이머 틴트  SPF   PA  _1,케이트 CC 립 프라이머 틴트  SPF   PA  _2,세컨디자인 퍼스트 립밤 리스토어 앤 수딩_0,세컨디자인 퍼스트 립밤 리스토어 앤 수딩_1,세컨디자인 퍼스트 립밤 리스토어 앤 수딩_2,카멕스 모이스처라이징 립밤 클래식_0,카멕스 모이스처라이징 립밤 클래식_1,카멕스 모이스처라이징 립밤 클래식_2,이니스프리 그린티 립 슬리핑 마스크_0,이니스프리 그린티 립 슬리핑 마스크_1,이니스프리 그린티 립 슬리핑 마스크_2,시드물 호호바 립 에센스_0,시드물 호호바 립 에센스_1,시드물 호호바 립 에센스_2,멘소래담 메디케이티드 립젤_0,멘소래담 메디케이티드 립젤_1,멘소래담 메디케이티드 립젤_2,유리아쥬 배리어덤 시카 레브르_0,유리아쥬 배리어덤 시카 레브르_1,유리아쥬 배리어덤 시카 레브르_2,아리따움 진저 슈가 오버나이트 립 마스크_0,아리따움 진저 슈가 오버나이트 립 마스크_1,아리따움 진저 슈가 오버나이트 립 마스크_2,라네즈 립 슬리핑 마스크_0,라네즈 립 슬리핑 마스크_1,라네즈 립 슬리핑 마스크_2,헤라 센슈얼 스파이시 누드 밤_0,헤라 센슈얼 스파이시 누드 밤_1,헤라 센슈얼 스파이시 누드 밤_2,후르디아 블루베리 하이드레이팅 허니 립 밤_0,후르디아 블루베리 하이드레이팅 허니 립 밤_1,후르디아 블루베리 하이드레이팅 허니 립 밤_2,바세린 미니 립테라피 오리지널_0,바세린 미니 립테라피 오리지널_1,바세린 미니 립테라피 오리지널_2,바이오더마 아토덤 립스틱_0,바이오더마 아토덤 립스틱_1,바이오더마 아토덤 립스틱_2,바비브라운 엑스트라 립 틴트_0,바비브라운 엑스트라 립 틴트_1,바비브라운 엑스트라 립 틴트_2,블리스텍스 데일리 립 컨디셔너 립밤_0,블리스텍스 데일리 립 컨디셔너 립밤_1,블리스텍스 데일리 립 컨디셔너 립밤_2,바세린 미니 립 테라피 코코아버터_0,바세린 미니 립 테라피 코코아버터_1,바세린 미니 립 테라피 코코아버터_2,아쿠아퍼 립 리페어_0,아쿠아퍼 립 리페어_1,아쿠아퍼 립 리페어_2,블리스텍스 립 메덱스_0,블리스텍스 립 메덱스_1,블리스텍스 립 메덱스_2,카멕스 모이스처라이징 립밤 체리 스틱_0,카멕스 모이스처라이징 립밤 체리 스틱_1,카멕스 모이스처라이징 립밤 체리 스틱_2,클라랑스 인스턴트 라이트 립 컴포트 오일_0,클라랑스 인스턴트 라이트 립 컴포트 오일_1,클라랑스 인스턴트 라이트 립 컴포트 오일_2,카멕스 모이스처라이징 립밤 체리 단지형_0,카멕스 모이스처라이징 립밤 체리 단지형_1,카멕스 모이스처라이징 립밤 체리 단지형_2,웨이크메이크 리얼젤 핏 라이너_0,웨이크메이크 리얼젤 핏 라이너_1,웨이크메이크 리얼젤 핏 라이너_2,비오엠 원더프루프 펜 아이라이너_0,비오엠 원더프루프 펜 아이라이너_1,비오엠 원더프루프 펜 아이라이너_2,키스미 히로인 메이크 스무스 리퀴드 아이라이너 슈퍼 킵_0,키스미 히로인 메이크 스무스 리퀴드 아이라이너 슈퍼 킵_1,키스미 히로인 메이크 스무스 리퀴드 아이라이너 슈퍼 킵_2,에스쁘아 브론즈 페인팅 워터프루프 아이 펜슬_0,에스쁘아 브론즈 페인팅 워터프루프 아이 펜슬_1,에스쁘아 브론즈 페인팅 워터프루프 아이 펜슬_2,클리오 샤프 쏘 심플 워터프루프 펜슬 라이너_0,클리오 샤프 쏘 심플 워터프루프 펜슬 라이너_1,클리오 샤프 쏘 심플 워터프루프 펜슬 라이너_2,베르사유의장미리퀴드 아이라이너_0,베르사유의장미리퀴드 아이라이너_1,베르사유의장미리퀴드 아이라이너_2,프로에잇청담 리퀴드 디파인 라이너_0,프로에잇청담 리퀴드 디파인 라이너_1,프로에잇청담 리퀴드 디파인 라이너_2,키스미 히로인 메이크 스무스 리퀴드 아이라이너_0,키스미 히로인 메이크 스무스 리퀴드 아이라이너_1,키스미 히로인 메이크 스무스 리퀴드 아이라이너_2,베르사유의장미프린세스 앙투아네트 리퀴드 아이라이너 브라운_0,베르사유의장미프린세스 앙투아네트 리퀴드 아이라이너 브라운_1,베르사유의장미프린세스 앙투아네트 리퀴드 아이라이너 브라운_2,삐아 라스트 오토 젤 아이라이너 슬림_0,삐아 라스트 오토 젤 아이라이너 슬림_1,삐아 라스트 오토 젤 아이라이너 슬림_2
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01903,50.87939,51.50115,24.53512,5.04087,11.85286,0.0,0.0,0.0,0.0,0.0,0.0,53.125,58.62068,34.375,40.47224,22.46835,21.30801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636,28.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.4878,19.89528,54.34782,75.0,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,32.35294,79.41176,0.0,0.0,0.0,0.0,44.18604,42.85714,41.66666
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01903,55.02512,46.35433,20.7128,2.45231,12.39782,0.0,0.0,0.0,0.0,0.0,0.0,59.375,24.13793,0.0,52.56835,21.30801,25.73839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.47058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2439,15.7068,39.13043,50.0,0.0,61.53846,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,61.7647,26.31578,0.0,0.0,0.0,34.88372,71.42857,41.66666
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14678,54.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67301,61.55778,38.04025,37.91322,25.20435,12.12534,0.0,0.0,0.0,0.0,0.0,0.0,53.125,24.13793,15.625,51.3256,25.73839,30.37974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4878,23.5602,36.95652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,100.0,0.0,0.0,0.0,0.0,65.11627,66.66666,44.44444
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,55.0,13.66782,81.53266,36.75354,20.40289,30.51771,13.76021,0.0,0.0,0.0,0.0,0.0,0.0,68.75,44.82758,15.625,47.59734,30.37974,32.4367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731,17.80104,58.69565,43.75,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,38.23529,55.88235,0.0,0.0,0.0,0.0,44.18604,0.0,75.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,60.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.89446,60.17587,35.13691,24.38016,12.53405,11.03542,0.0,0.0,0.0,0.0,0.0,0.0,70.3125,24.13793,0.0,45.02899,32.4367,34.2827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4878,12.56544,39.13043,100.0,0.0,69.23076,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,47.05882,0.0,0.0,0.0,0.0,46.51162,52.38095,100.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11591,57.1608,27.54866,27.11776,10.49046,8.17438,0.0,0.0,0.0,0.0,0.0,0.0,45.3125,34.48275,21.875,41.42502,34.2827,43.14345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,31.57894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.68292,100.0,41.30434,62.5,0.0,53.84615,0.0,0.0,0.0,0.0,0.0,0.0,55.88235,73.52941,0.0,0.0,0.0,0.0,34.88372,33.33333,63.88888
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.62975,44.09547,21.11514,25.25826,11.85286,7.35694,0.0,0.0,0.0,0.0,0.0,0.0,48.4375,0.0,0.0,54.3082,43.14345,44.62025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,0.0,81.81818,0.0,57.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.92682,34.55497,65.21739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,14.70588,44.11764,0.0,0.0,0.0,0.0,39.53488,33.33333,61.11111
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4375,21.73913,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.50519,53.1407,16.95809,14.82438,12.39782,16.07629,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,18.75,50.37282,44.62025,50.36919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.92682,48.16753,45.65217,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35294,50.0,31.57894,0.0,0.0,0.0,76.74418,47.61904,66.66666
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.80795,58.0402,20.8512,16.94214,12.12534,22.88828,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,42.12924,50.36919,59.86286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.0,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.70731,83.24607,39.13043,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58823,50.0,52.63157,0.0,0.0,0.0,30.23255,66.66666,91.66666
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5625,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.93771,58.66834,19.72946,20.45454,13.76021,22.07084,0.0,0.0,0.0,0.0,0.0,0.0,23.4375,17.24137,0.0,40.72079,59.86286,52.58438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.80487,26.70157,69.56521,50.0,0.0,46.15384,17.24137,0.0,0.0,0.0,0.0,0.0,64.70588,44.11764,57.89473,0.0,0.0,0.0,18.60465,47.61904,80.55555
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.89965,77.13567,20.95018,20.40289,11.03542,47.00272,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,28.125,34.92129,52.58438,47.04641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95121,23.03664,63.04347,87.5,0.0,0.0,17.24137,0.0,0.0,0.0,0.0,0.0,32.35294,47.05882,94.73684,0.0,0.0,0.0,23.25581,38.09523,77.77777
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6875,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,9.12629,69.2211,20.12537,30.83677,8.17438,65.94005,0.0,0.0,0.0,0.0,0.0,0.0,59.375,0.0,28.125,36.95111,47.04641,56.80379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,43.90243,29.84293,54.34782,31.25,0.0,0.0,24.13793,0.0,0.0,0.0,0.0,0.0,79.41176,32.35294,26.31578,0.0,0.0,0.0,48.8372,38.09523,55.55555
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33333,0.0,10.29411,51.88442,20.12537,24.2252,7.35694,64.85013,0.0,0.0,0.0,0.0,0.0,0.0,37.5,17.24137,21.875,35.74979,56.80379,48.99789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,20.0,47.36842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.23529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.90243,23.03664,30.43478,93.75,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,50.0,100.0,0.0,0.0,0.0,39.53488,38.09523,61.11111
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6055,68.75,26.08695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.68339,53.39195,18.87165,20.50619,16.07629,48.77384,0.0,0.0,0.0,0.0,0.0,0.0,35.9375,20.68965,43.75,84.54846,48.99789,58.38607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.56097,27.74869,71.73913,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94117,32.35294,36.8421,0.0,0.0,0.0,32.55813,28.57142,63.88888
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6875,21.73913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66666,0.0,8.91003,45.1005,17.05707,22.62396,22.88828,63.89645,0.0,0.0,0.0,0.0,0.0,0.0,45.3125,0.0,18.75,89.10521,58.38607,58.06962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.90243,26.70157,71.73913,0.0,0.0,0.0,17.24137,0.0,0.0,0.0,0.0,0.0,44.11764,47.05882,36.8421,0.0,0.0,0.0,53.48837,57.14285,75.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,8.82352,53.51758,20.25734,34.24586,22.07084,79.56403,0.0,0.0,0.0,0.0,0.0,0.0,29.6875,24.13793,18.75,66.65285,58.06962,58.9135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,0.0,0.0,20.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.04878,26.70157,45.65217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.70588,61.7647,36.8421,0.0,0.0,0.0,46.51162,52.38095,83.33333
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42201,51.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66666,0.0,12.88927,54.14572,16.59518,30.68181,47.00272,63.21525,0.0,0.0,0.0,0.0,0.0,0.0,39.0625,17.24137,21.875,52.4855,58.9135,76.84599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.80487,23.03664,54.34782,37.5,0.0,38.46153,0.0,0.0,0.0,0.0,0.0,0.0,20.58823,41.17647,26.31578,0.0,0.0,0.0,34.88372,23.80952,88.88888
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2477,45.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.33333,0.0,20.76124,57.28643,16.19927,27.32438,65.94005,60.49046,0.0,0.0,0.0,0.0,0.0,0.0,65.625,27.5862,28.125,100.0,76.84599,79.90506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454,0.0,26.31578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.14634,16.23036,45.65217,31.25,0.0,46.15384,0.0,0.0,0.0,0.0,0.0,0.0,20.58823,55.88235,0.0,0.0,0.0,0.0,53.48837,80.95238,33.33333
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.04587,60.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.82179,54.89949,17.74991,25.82644,64.85013,52.72479,0.0,0.0,0.0,0.0,0.0,0.0,42.1875,0.0,0.0,87.82104,79.90506,91.13924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,20.0,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.05882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.02439,26.17801,63.04347,31.25,0.0,38.46153,41.37931,0.0,0.0,0.0,0.0,0.0,23.52941,55.88235,47.36842,0.0,0.0,0.0,67.44186,100.0,66.66666
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47706,57.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,46.48241,22.07192,21.17768,48.77384,52.31607,0.0,0.0,0.0,0.0,0.0,0.0,56.25,17.24137,18.75,64.29163,91.13924,98.99789,0.0,0.0,0.0,0.0,0.0,0.0,50.0,63.15789,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.04878,13.61256,60.86956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52941,64.70588,78.94736,0.0,0.0,0.0,46.51162,28.57142,72.22222
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.88073,57.8125,78.26086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66666,0.0,27.72491,37.18592,26.16298,22.00413,63.89645,57.35694,0.0,0.0,0.0,0.0,0.0,0.0,40.625,17.24137,25.0,64.913,98.99789,93.82911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.57894,0.0,0.0,20.0,84.21052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29411,0.0,0.0,0.0,0.0,0.0,29.41176,0.0,41.46341,17.27748,67.3913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41176,55.88235,78.94736,0.0,0.0,0.0,55.81395,95.23809,50.0
