,피몽쉐 아쿠아 블레미쉬 커버 밤_0,피몽쉐 아쿠아 블레미쉬 커버 밤_1,피몽쉐 아쿠아 블레미쉬 커버 밤_2,미샤 M 퍼펙트 블랑 비비_0,미샤 M 퍼펙트 블랑 비비_1,미샤 M 퍼펙트 블랑 비비_2,토니모리 결 고운 비비크림  SPF   PA   _0,토니모리 결 고운 비비크림  SPF   PA   _1,토니모리 결 고운 비비크림  SPF   PA   _2,미샤 M 퍼펙트 커버 비비 크림 RX  SPF    PA    _0,미샤 M 퍼펙트 커버 비비 크림 RX  SPF    PA    _1,미샤 M 퍼펙트 커버 비비 크림 RX  SPF    PA    _2,미바 이온 칼슘 미네랄 비비 크림  SPF    PA    _0,미바 이온 칼슘 미네랄 비비 크림  SPF    PA    _1,미바 이온 칼슘 미네랄 비비 크림  SPF    PA    _2,클레어스 일루미네이팅 서플 블레미쉬 크림  SPF   PA   _0,클레어스 일루미네이팅 서플 블레미쉬 크림  SPF   PA   _1,클레어스 일루미네이팅 서플 블레미쉬 크림  SPF   PA   _2,히스토랩 선 샤인 블레미쉬 밤  SPF   PA   _0,히스토랩 선 샤인 블레미쉬 밤  SPF   PA   _1,히스토랩 선 샤인 블레미쉬 밤  SPF   PA   _2,셀퓨전씨 스킨 블레미쉬 밤_0,셀퓨전씨 스킨 블레미쉬 밤_1,셀퓨전씨 스킨 블레미쉬 밤_2,한스킨 프리미엄 수퍼 매직 비비 크림  SPF   PA   _0,한스킨 프리미엄 수퍼 매직 비비 크림  SPF   PA   _1,한스킨 프리미엄 수퍼 매직 비비 크림  SPF   PA   _2,크리니크 수퍼 시티 블록 BB 쿠션 컴팩트  SPF   PA    _0,크리니크 수퍼 시티 블록 BB 쿠션 컴팩트  SPF   PA    _1,크리니크 수퍼 시티 블록 BB 쿠션 컴팩트  SPF   PA    _2,미샤 미사 초보양 비비크림  SPF   PA   _0,미샤 미사 초보양 비비크림  SPF   PA   _1,미샤 미사 초보양 비비크림  SPF   PA   _2,슈에무라 워터 글로우 BB 크림_0,슈에무라 워터 글로우 BB 크림_1,슈에무라 워터 글로우 BB 크림_2,BRTC 쟈스민 워터 비비크림  SPF   _0,BRTC 쟈스민 워터 비비크림  SPF   _1,BRTC 쟈스민 워터 비비크림  SPF   _2,시드물 메가 펩타이드 에코 하이드로 수딩비비크림_0,시드물 메가 펩타이드 에코 하이드로 수딩비비크림_1,시드물 메가 펩타이드 에코 하이드로 수딩비비크림_2,알렉산더킴스코 허벌 비앰비 크림_0,알렉산더킴스코 허벌 비앰비 크림_1,알렉산더킴스코 허벌 비앰비 크림_2,스와니코코 펩타이드 BB크림  퍼멘테이션 펩타인 블레미쉬 밤 _0,스와니코코 펩타이드 BB크림  퍼멘테이션 펩타인 블레미쉬 밤 _1,스와니코코 펩타이드 BB크림  퍼멘테이션 펩타인 블레미쉬 밤 _2,스킨79 인젝션 쿠션비비  SPF    PA    _0,스킨79 인젝션 쿠션비비  SPF    PA    _1,스킨79 인젝션 쿠션비비  SPF    PA    _2,닥터자르트 더메이크업 리쥬비네이팅 뷰티 밤  SPF   PA   _0,닥터자르트 더메이크업 리쥬비네이팅 뷰티 밤  SPF   PA   _1,닥터자르트 더메이크업 리쥬비네이팅 뷰티 밤  SPF   PA   _2,스킨79 디 오리엔탈 골드플러스 비비크림  SPF   PA   _0,스킨79 디 오리엔탈 골드플러스 비비크림  SPF   PA   _1,스킨79 디 오리엔탈 골드플러스 비비크림  SPF   PA   _2,Dr.G 슈퍼 라이트 브라이트닝 밤  SPF   PA   _0,Dr.G 슈퍼 라이트 브라이트닝 밤  SPF   PA   _1,Dr.G 슈퍼 라이트 브라이트닝 밤  SPF   PA   _2,부르조아     퍼펙트 CC크림_0,부르조아     퍼펙트 CC크림_1,부르조아     퍼펙트 CC크림_2,바닐라코 잇 래디언트 씨씨 커버 크림  SPF   PA   _0,바닐라코 잇 래디언트 씨씨 커버 크림  SPF   PA   _1,바닐라코 잇 래디언트 씨씨 커버 크림  SPF   PA   _2,설화수 CC유액_0,설화수 CC유액_1,설화수 CC유액_2,숨37˚ 에어라이징TF 씨씨크림  SPF   PA   _0,숨37˚ 에어라이징TF 씨씨크림  SPF   PA   _1,숨37˚ 에어라이징TF 씨씨크림  SPF   PA   _2,숨37˚ 워터 풀 씨씨쿠션 퍼펙트 피니쉬  SPF    PA    _0,숨37˚ 워터 풀 씨씨쿠션 퍼펙트 피니쉬  SPF    PA    _1,숨37˚ 워터 풀 씨씨쿠션 퍼펙트 피니쉬  SPF    PA    _2,에스케이투 애트모스피어 CC 크림  SPF   PA    _0,에스케이투 애트모스피어 CC 크림  SPF   PA    _1,에스케이투 애트모스피어 CC 크림  SPF   PA    _2,숨37˚ 선 어웨이 쿨링 선 씨씨  SPF    PA    _0,숨37˚ 선 어웨이 쿨링 선 씨씨  SPF    PA    _1,숨37˚ 선 어웨이 쿨링 선 씨씨  SPF    PA    _2,프리메라 워터리 CC쿠션  SPF    PA    _0,프리메라 워터리 CC쿠션  SPF    PA    _1,프리메라 워터리 CC쿠션  SPF    PA    _2,VT COSMETICS 블랙 픽스온 씨씨쿠션  SPF   PA   _0,VT COSMETICS 블랙 픽스온 씨씨쿠션  SPF   PA   _1,VT COSMETICS 블랙 픽스온 씨씨쿠션  SPF   PA   _2,아가타 코스메틱 블랑 씨씨 팩트_0,아가타 코스메틱 블랑 씨씨 팩트_1,아가타 코스메틱 블랑 씨씨 팩트_2,홀리카홀리카 페이스   체인지 씨씨크림  SPF   PA   _0,홀리카홀리카 페이스   체인지 씨씨크림  SPF   PA   _1,홀리카홀리카 페이스   체인지 씨씨크림  SPF   PA   _2,VT COSMETICS 화이트 글로우 씨씨 쿠션   SPF   PA    _0,VT COSMETICS 화이트 글로우 씨씨 쿠션   SPF   PA    _1,VT COSMETICS 화이트 글로우 씨씨 쿠션   SPF   PA    _2,시크릿키 텔링유 CC크림_0,시크릿키 텔링유 CC크림_1,시크릿키 텔링유 CC크림_2,라비다 루미너스 솔루션 CC크림  SPF   PA   _0,라비다 루미너스 솔루션 CC크림  SPF   PA   _1,라비다 루미너스 솔루션 CC크림  SPF   PA   _2,시크릿키 내추럴 CC 쿠션_0,시크릿키 내추럴 CC 쿠션_1,시크릿키 내추럴 CC 쿠션_2,포렌코즈 풀 커버 쿠션  SPF    PA    _0,포렌코즈 풀 커버 쿠션  SPF    PA    _1,포렌코즈 풀 커버 쿠션  SPF    PA    _2,지방시 뷰티 렝뗑뽀렐 블라썸 프레시 페이스 컴팩트 크림 멀티 핑크 톤업 CC   SPF   PA  _0,지방시 뷰티 렝뗑뽀렐 블라썸 프레시 페이스 컴팩트 크림 멀티 핑크 톤업 CC   SPF   PA  _1,지방시 뷰티 렝뗑뽀렐 블라썸 프레시 페이스 컴팩트 크림 멀티 핑크 톤업 CC   SPF   PA  _2,반트 36.5 펄 브라이트닝 CC크림  SPF   PA    _0,반트 36.5 펄 브라이트닝 CC크림  SPF   PA    _1,반트 36.5 펄 브라이트닝 CC크림  SPF   PA    _2,싸이닉 비타에이드 커버쿠션CC_0,싸이닉 비타에이드 커버쿠션CC_1,싸이닉 비타에이드 커버쿠션CC_2,토니모리 내추럴스 산양유 맑은 씨씨크림  SPF   PA   _0,토니모리 내추럴스 산양유 맑은 씨씨크림  SPF   PA   _1,토니모리 내추럴스 산양유 맑은 씨씨크림  SPF   PA   _2
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,26.53061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.03448,82.52427,78.94736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,57.14285,0.0,3.81679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,41.93548,18.36734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.06896,61.16504,59.64912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,4.58015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.38095,32.25806,10.20408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48275,87.37864,64.91228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.47619,38.70967,16.32653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.68965,54.36893,73.68421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,8.57142,8.39694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.12903,26.53061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,68.93203,43.85964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,57.14285,0.0,12.21374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.70967,10.20408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.31034,36.8932,43.85964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,14.50381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80952,0.0,16.32653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72413,58.25242,50.87719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,35.71428,0.0,22.1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666,22.58064,26.53061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,64.07766,63.15789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,10.68702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,19.35483,32.65306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48275,64.07766,71.92982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,7.14285,7.63358,3.81679,3.81679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285,25.80645,38.77551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48275,67.96116,42.10526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,4.58015,4.58015,4.58015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714,0.0,46.93877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.34482,55.3398,57.89473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,35.71428,0.0,9.92366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.47619,19.35483,18.36734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89655,47.57281,59.64912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,69.46564,8.39694,8.39694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.61904,19.35483,22.44897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.31034,60.19417,63.15789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,100.0,12.21374,12.21374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.95238,77.41935,34.69387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,54.36893,29.82456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,12.06896,42.85714,0.0,83.2061,14.50381,14.50381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.95238,32.25806,30.61224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.72413,55.3398,38.59649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,35.71428,0.0,66.41221,22.1374,22.1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142,74.19354,26.53061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75862,65.04854,66.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,48.0916,10.68702,10.68702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.19047,70.96774,32.65306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.82758,53.39805,56.14035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,57.14285,0.0,41.22137,7.63358,7.63358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,38.70967,40.81632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7931,65.04854,64.91228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,27.48091,4.58015,4.58015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333,29.03225,34.69387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.48275,71.84466,36.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,31.42857,22.1374,9.92366,9.92366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09523,25.80645,57.14285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068,44.66019,45.61403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
